GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JOIE001,NAME_M,JOIM001
"G2001690","2006-2010",,,"Kansas","20","Saline County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Kansas",45162,"Saline County, Kansas",1836
"G2001710","2006-2010",,,"Kansas","20","Scott County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Kansas",58341,"Scott County, Kansas",6720
"G2001730","2006-2010",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sedgwick County, Kansas",47848,"Sedgwick County, Kansas",717
"G2001750","2006-2010",,,"Kansas","20","Seward County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seward County, Kansas",41373,"Seward County, Kansas",2564
"G2001770","2006-2010",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shawnee County, Kansas",47464,"Shawnee County, Kansas",1156
"G2001790","2006-2010",,,"Kansas","20","Sheridan County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Kansas",46739,"Sheridan County, Kansas",7787
"G2001810","2006-2010",,,"Kansas","20","Sherman County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman County, Kansas",41570,"Sherman County, Kansas",3980
"G2001830","2006-2010",,,"Kansas","20","Smith County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Smith County, Kansas",39836,"Smith County, Kansas",4666
"G2001850","2006-2010",,,"Kansas","20","Stafford County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stafford County, Kansas",39375,"Stafford County, Kansas",3744
"G2001870","2006-2010",,,"Kansas","20","Stanton County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanton County, Kansas",49612,"Stanton County, Kansas",5735
"G2001890","2006-2010",,,"Kansas","20","Stevens County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stevens County, Kansas",50517,"Stevens County, Kansas",5333
"G2001910","2006-2010",,,"Kansas","20","Sumner County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumner County, Kansas",49582,"Sumner County, Kansas",2145
"G2001930","2006-2010",,,"Kansas","20","Thomas County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Kansas",47033,"Thomas County, Kansas",5570
"G2001950","2006-2010",,,"Kansas","20","Trego County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trego County, Kansas",39655,"Trego County, Kansas",3270
"G2001970","2006-2010",,,"Kansas","20","Wabaunsee County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabaunsee County, Kansas",52133,"Wabaunsee County, Kansas",3480
"G2001990","2006-2010",,,"Kansas","20","Wallace County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wallace County, Kansas",43953,"Wallace County, Kansas",2576
"G2002010","2006-2010",,,"Kansas","20","Washington County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Kansas",39698,"Washington County, Kansas",2664
"G2002030","2006-2010",,,"Kansas","20","Wichita County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wichita County, Kansas",44318,"Wichita County, Kansas",8240
"G2002050","2006-2010",,,"Kansas","20","Wilson County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson County, Kansas",39301,"Wilson County, Kansas",2123
"G2002070","2006-2010",,,"Kansas","20","Woodson County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodson County, Kansas",30385,"Woodson County, Kansas",4389
"G2002090","2006-2010",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyandotte County, Kansas",38503,"Wyandotte County, Kansas",1058
"G2100010","2006-2010",,,"Kentucky","21","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adair County, Kentucky",29834,"Adair County, Kentucky",2622
"G2100030","2006-2010",,,"Kentucky","21","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen County, Kentucky",35247,"Allen County, Kentucky",2606
"G2100050","2006-2010",,,"Kentucky","21","Anderson County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson County, Kentucky",55506,"Anderson County, Kentucky",7187
"G2100070","2006-2010",,,"Kentucky","21","Ballard County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ballard County, Kentucky",41228,"Ballard County, Kentucky",3633
"G2100090","2006-2010",,,"Kentucky","21","Barren County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barren County, Kentucky",38374,"Barren County, Kentucky",2510
"G2100110","2006-2010",,,"Kentucky","21","Bath County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bath County, Kentucky",30458,"Bath County, Kentucky",4397
"G2100130","2006-2010",,,"Kentucky","21","Bell County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bell County, Kentucky",24724,"Bell County, Kentucky",2228
"G2100150","2006-2010",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Kentucky",66549,"Boone County, Kentucky",1545
"G2100170","2006-2010",,,"Kentucky","21","Bourbon County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bourbon County, Kentucky",40849,"Bourbon County, Kentucky",2833
"G2100190","2006-2010",,,"Kentucky","21","Boyd County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boyd County, Kentucky",38802,"Boyd County, Kentucky",1927
"G2100210","2006-2010",,,"Kentucky","21","Boyle County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boyle County, Kentucky",40720,"Boyle County, Kentucky",2356
"G2100230","2006-2010",,,"Kentucky","21","Bracken County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bracken County, Kentucky",38481,"Bracken County, Kentucky",4588
"G2100250","2006-2010",,,"Kentucky","21","Breathitt County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Breathitt County, Kentucky",19906,"Breathitt County, Kentucky",2677
"G2100270","2006-2010",,,"Kentucky","21","Breckinridge County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Breckinridge County, Kentucky",37395,"Breckinridge County, Kentucky",2560
"G2100290","2006-2010",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bullitt County, Kentucky",51526,"Bullitt County, Kentucky",1413
"G2100310","2006-2010",,,"Kentucky","21","Butler County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Kentucky",33703,"Butler County, Kentucky",4101
"G2100330","2006-2010",,,"Kentucky","21","Caldwell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, Kentucky",35289,"Caldwell County, Kentucky",4319
"G2100350","2006-2010",,,"Kentucky","21","Calloway County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calloway County, Kentucky",39194,"Calloway County, Kentucky",1827
"G2100370","2006-2010",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Campbell County, Kentucky",51482,"Campbell County, Kentucky",1716
"G2100390","2006-2010",,,"Kentucky","21","Carlisle County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carlisle County, Kentucky",33909,"Carlisle County, Kentucky",5882
"G2100410","2006-2010",,,"Kentucky","21","Carroll County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Kentucky",43440,"Carroll County, Kentucky",4733
"G2100430","2006-2010",,,"Kentucky","21","Carter County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Kentucky",32424,"Carter County, Kentucky",2443
"G2100450","2006-2010",,,"Kentucky","21","Casey County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey County, Kentucky",26592,"Casey County, Kentucky",1758
"G2100470","2006-2010",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Kentucky",37061,"Christian County, Kentucky",1230
"G2100490","2006-2010",,,"Kentucky","21","Clark County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Kentucky",46575,"Clark County, Kentucky",3711
"G2100510","2006-2010",,,"Kentucky","21","Clay County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Kentucky",20175,"Clay County, Kentucky",3112
"G2100530","2006-2010",,,"Kentucky","21","Clinton County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Kentucky",23788,"Clinton County, Kentucky",2083
"G2100550","2006-2010",,,"Kentucky","21","Crittenden County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crittenden County, Kentucky",34623,"Crittenden County, Kentucky",3877
"G2100570","2006-2010",,,"Kentucky","21","Cumberland County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Kentucky",28135,"Cumberland County, Kentucky",2266
"G2100590","2006-2010",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daviess County, Kentucky",42821,"Daviess County, Kentucky",1332
"G2100610","2006-2010",,,"Kentucky","21","Edmonson County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edmonson County, Kentucky",35808,"Edmonson County, Kentucky",3607
"G2100630","2006-2010",,,"Kentucky","21","Elliott County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elliott County, Kentucky",22097,"Elliott County, Kentucky",6792
"G2100650","2006-2010",,,"Kentucky","21","Estill County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Estill County, Kentucky",28324,"Estill County, Kentucky",2259
"G2100670","2006-2010",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Kentucky",47469,"Fayette County, Kentucky",1167
"G2100690","2006-2010",,,"Kentucky","21","Fleming County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fleming County, Kentucky",31236,"Fleming County, Kentucky",3015
"G2100710","2006-2010",,,"Kentucky","21","Floyd County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Kentucky",27907,"Floyd County, Kentucky",1882
"G2100730","2006-2010",,,"Kentucky","21","Franklin County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Kentucky",47976,"Franklin County, Kentucky",2207
"G2100750","2006-2010",,,"Kentucky","21","Fulton County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Kentucky",31965,"Fulton County, Kentucky",2332
"G2100770","2006-2010",,,"Kentucky","21","Gallatin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Kentucky",41310,"Gallatin County, Kentucky",5930
"G2100790","2006-2010",,,"Kentucky","21","Garrard County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garrard County, Kentucky",37095,"Garrard County, Kentucky",3462
"G2100810","2006-2010",,,"Kentucky","21","Grant County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Kentucky",42475,"Grant County, Kentucky",2094
"G2100830","2006-2010",,,"Kentucky","21","Graves County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Graves County, Kentucky",35277,"Graves County, Kentucky",1966
"G2100850","2006-2010",,,"Kentucky","21","Grayson County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grayson County, Kentucky",33965,"Grayson County, Kentucky",2186
"G2100870","2006-2010",,,"Kentucky","21","Green County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Green County, Kentucky",36575,"Green County, Kentucky",4546
"G2100890","2006-2010",,,"Kentucky","21","Greenup County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenup County, Kentucky",42377,"Greenup County, Kentucky",2402
"G2100910","2006-2010",,,"Kentucky","21","Hancock County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Kentucky",44892,"Hancock County, Kentucky",3823
"G2100930","2006-2010",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Kentucky",47540,"Hardin County, Kentucky",1711
"G2100950","2006-2010",,,"Kentucky","21","Harlan County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harlan County, Kentucky",26582,"Harlan County, Kentucky",1897
"G2100970","2006-2010",,,"Kentucky","21","Harrison County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Kentucky",40582,"Harrison County, Kentucky",4110
"G2100990","2006-2010",,,"Kentucky","21","Hart County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hart County, Kentucky",30969,"Hart County, Kentucky",1792
"G2101010","2006-2010",,,"Kentucky","21","Henderson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Kentucky",40438,"Henderson County, Kentucky",2720
"G2101030","2006-2010",,,"Kentucky","21","Henry County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Kentucky",43612,"Henry County, Kentucky",3071
"G2101050","2006-2010",,,"Kentucky","21","Hickman County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hickman County, Kentucky",31836,"Hickman County, Kentucky",4460
"G2101070","2006-2010",,,"Kentucky","21","Hopkins County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hopkins County, Kentucky",39312,"Hopkins County, Kentucky",1239
"G2101090","2006-2010",,,"Kentucky","21","Jackson County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Kentucky",21928,"Jackson County, Kentucky",3453
"G2101110","2006-2010",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Kentucky",45352,"Jefferson County, Kentucky",685
"G2101130","2006-2010",,,"Kentucky","21","Jessamine County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jessamine County, Kentucky",47494,"Jessamine County, Kentucky",3093
"G2101150","2006-2010",,,"Kentucky","21","Johnson County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Kentucky",30820,"Johnson County, Kentucky",3565
"G2101170","2006-2010",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenton County, Kentucky",53213,"Kenton County, Kentucky",1482
"G2101190","2006-2010",,,"Kentucky","21","Knott County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knott County, Kentucky",29451,"Knott County, Kentucky",2986
"G2101210","2006-2010",,,"Kentucky","21","Knox County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Kentucky",21493,"Knox County, Kentucky",1858
"G2101230","2006-2010",,,"Kentucky","21","Larue County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Larue County, Kentucky",38891,"Larue County, Kentucky",2970
"G2101250","2006-2010",,,"Kentucky","21","Laurel County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurel County, Kentucky",36787,"Laurel County, Kentucky",1997
"G2101270","2006-2010",,,"Kentucky","21","Lawrence County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Kentucky",28865,"Lawrence County, Kentucky",2676
"G2101290","2006-2010",,,"Kentucky","21","Lee County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Kentucky",25129,"Lee County, Kentucky",4971
"G2101310","2006-2010",,,"Kentucky","21","Leslie County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leslie County, Kentucky",26857,"Leslie County, Kentucky",4377
"G2101330","2006-2010",,,"Kentucky","21","Letcher County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letcher County, Kentucky",31283,"Letcher County, Kentucky",3936
"G2101350","2006-2010",,,"Kentucky","21","Lewis County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Kentucky",28376,"Lewis County, Kentucky",2904
"G2101370","2006-2010",,,"Kentucky","21","Lincoln County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Kentucky",32314,"Lincoln County, Kentucky",1824
"G2101390","2006-2010",,,"Kentucky","21","Livingston County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, Kentucky",39075,"Livingston County, Kentucky",4686
"G2101410","2006-2010",,,"Kentucky","21","Logan County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Kentucky",34647,"Logan County, Kentucky",2888
"G2101430","2006-2010",,,"Kentucky","21","Lyon County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Kentucky",42079,"Lyon County, Kentucky",4152
"G2101450","2006-2010",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCracken County, Kentucky",41630,"McCracken County, Kentucky",1340
"G2101470","2006-2010",,,"Kentucky","21","McCreary County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCreary County, Kentucky",22643,"McCreary County, Kentucky",2297
"G2101490","2006-2010",,,"Kentucky","21","McLean County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McLean County, Kentucky",39115,"McLean County, Kentucky",3585
"G2101510","2006-2010",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Kentucky",41894,"Madison County, Kentucky",1633
"G2101530","2006-2010",,,"Kentucky","21","Magoffin County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Magoffin County, Kentucky",22779,"Magoffin County, Kentucky",3441
"G2101550","2006-2010",,,"Kentucky","21","Marion County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Kentucky",37488,"Marion County, Kentucky",2836
"G2101570","2006-2010",,,"Kentucky","21","Marshall County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Kentucky",43326,"Marshall County, Kentucky",1799
"G2101590","2006-2010",,,"Kentucky","21","Martin County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Kentucky",25173,"Martin County, Kentucky",3098
"G2101610","2006-2010",,,"Kentucky","21","Mason County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Kentucky",40523,"Mason County, Kentucky",4073
"G2101630","2006-2010",,,"Kentucky","21","Meade County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meade County, Kentucky",43800,"Meade County, Kentucky",1951
"G2101650","2006-2010",,,"Kentucky","21","Menifee County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menifee County, Kentucky",29740,"Menifee County, Kentucky",5787
"G2101670","2006-2010",,,"Kentucky","21","Mercer County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, Kentucky",47955,"Mercer County, Kentucky",3793
"G2101690","2006-2010",,,"Kentucky","21","Metcalfe County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Metcalfe County, Kentucky",34732,"Metcalfe County, Kentucky",3539
"G2101710","2006-2010",,,"Kentucky","21","Monroe County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Kentucky",28439,"Monroe County, Kentucky",2971
"G2101730","2006-2010",,,"Kentucky","21","Montgomery County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Kentucky",36034,"Montgomery County, Kentucky",3288
"G2101750","2006-2010",,,"Kentucky","21","Morgan County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Kentucky",30229,"Morgan County, Kentucky",2640
"G2101770","2006-2010",,,"Kentucky","21","Muhlenberg County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muhlenberg County, Kentucky",36750,"Muhlenberg County, Kentucky",2267
"G2101790","2006-2010",,,"Kentucky","21","Nelson County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nelson County, Kentucky",44783,"Nelson County, Kentucky",2802
"G2101810","2006-2010",,,"Kentucky","21","Nicholas County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nicholas County, Kentucky",40259,"Nicholas County, Kentucky",2902
"G2101830","2006-2010",,,"Kentucky","21","Ohio County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, Kentucky",36050,"Ohio County, Kentucky",2464
"G2101850","2006-2010",,,"Kentucky","21","Oldham County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oldham County, Kentucky",79417,"Oldham County, Kentucky",2760
"G2101870","2006-2010",,,"Kentucky","21","Owen County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owen County, Kentucky",46238,"Owen County, Kentucky",2946
"G2101890","2006-2010",,,"Kentucky","21","Owsley County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owsley County, Kentucky",19351,"Owsley County, Kentucky",3663
"G2101910","2006-2010",,,"Kentucky","21","Pendleton County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pendleton County, Kentucky",44670,"Pendleton County, Kentucky",4132
"G2101930","2006-2010",,,"Kentucky","21","Perry County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Kentucky",29547,"Perry County, Kentucky",4454
"G2101950","2006-2010",,,"Kentucky","21","Pike County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Kentucky",32563,"Pike County, Kentucky",1444
"G2101970","2006-2010",,,"Kentucky","21","Powell County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Powell County, Kentucky",31815,"Powell County, Kentucky",4208
"G2101990","2006-2010",,,"Kentucky","21","Pulaski County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Kentucky",32771,"Pulaski County, Kentucky",1261
"G2102010","2006-2010",,,"Kentucky","21","Robertson County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robertson County, Kentucky",27254,"Robertson County, Kentucky",11902
"G2102030","2006-2010",,,"Kentucky","21","Rockcastle County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockcastle County, Kentucky",26946,"Rockcastle County, Kentucky",2891
"G2102050","2006-2010",,,"Kentucky","21","Rowan County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rowan County, Kentucky",31604,"Rowan County, Kentucky",5117
"G2102070","2006-2010",,,"Kentucky","21","Russell County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russell County, Kentucky",29980,"Russell County, Kentucky",2457
"G2102090","2006-2010",,,"Kentucky","21","Scott County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Kentucky",58028,"Scott County, Kentucky",2845
"G2102110","2006-2010",,,"Kentucky","21","Shelby County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Kentucky",55296,"Shelby County, Kentucky",2808
"G2102130","2006-2010",,,"Kentucky","21","Simpson County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simpson County, Kentucky",41323,"Simpson County, Kentucky",2840
"G2102150","2006-2010",,,"Kentucky","21","Spencer County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spencer County, Kentucky",59326,"Spencer County, Kentucky",3449
"G2102170","2006-2010",,,"Kentucky","21","Taylor County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Kentucky",35378,"Taylor County, Kentucky",2285
"G2102190","2006-2010",,,"Kentucky","21","Todd County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Todd County, Kentucky",36989,"Todd County, Kentucky",5566
"G2102210","2006-2010",,,"Kentucky","21","Trigg County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trigg County, Kentucky",41825,"Trigg County, Kentucky",2950
"G2102230","2006-2010",,,"Kentucky","21","Trimble County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trimble County, Kentucky",47798,"Trimble County, Kentucky",6504
"G2102250","2006-2010",,,"Kentucky","21","Union County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Kentucky",39515,"Union County, Kentucky",4002
"G2102270","2006-2010",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Kentucky",43954,"Warren County, Kentucky",1671
"G2102290","2006-2010",,,"Kentucky","21","Washington County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Kentucky",43090,"Washington County, Kentucky",5166
"G2102310","2006-2010",,,"Kentucky","21","Wayne County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Kentucky",25993,"Wayne County, Kentucky",3243
"G2102330","2006-2010",,,"Kentucky","21","Webster County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Kentucky",39635,"Webster County, Kentucky",2950
"G2102350","2006-2010",,,"Kentucky","21","Whitley County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitley County, Kentucky",28122,"Whitley County, Kentucky",2448
"G2102370","2006-2010",,,"Kentucky","21","Wolfe County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wolfe County, Kentucky",20910,"Wolfe County, Kentucky",3983
"G2102390","2006-2010",,,"Kentucky","21","Woodford County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodford County, Kentucky",56537,"Woodford County, Kentucky",4134
"G2200010","2006-2010",,,"Louisiana","22","Acadia Parish","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Acadia Parish, Louisiana",37261,"Acadia Parish, Louisiana",2127
"G2200030","2006-2010",,,"Louisiana","22","Allen Parish","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen Parish, Louisiana",36926,"Allen Parish, Louisiana",1645
"G2200050","2006-2010",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ascension Parish, Louisiana",63716,"Ascension Parish, Louisiana",2889
"G2200070","2006-2010",,,"Louisiana","22","Assumption Parish","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assumption Parish, Louisiana",45235,"Assumption Parish, Louisiana",3420
"G2200090","2006-2010",,,"Louisiana","22","Avoyelles Parish","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avoyelles Parish, Louisiana",31412,"Avoyelles Parish, Louisiana",2434
"G2200110","2006-2010",,,"Louisiana","22","Beauregard Parish","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beauregard Parish, Louisiana",45202,"Beauregard Parish, Louisiana",1586
"G2200130","2006-2010",,,"Louisiana","22","Bienville Parish","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bienville Parish, Louisiana",31870,"Bienville Parish, Louisiana",1778
"G2200150","2006-2010",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bossier Parish, Louisiana",51020,"Bossier Parish, Louisiana",1496
"G2200170","2006-2010",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caddo Parish, Louisiana",37181,"Caddo Parish, Louisiana",848
"G2200190","2006-2010",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calcasieu Parish, Louisiana",43758,"Calcasieu Parish, Louisiana",1562
"G2200210","2006-2010",,,"Louisiana","22","Caldwell Parish","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell Parish, Louisiana",37423,"Caldwell Parish, Louisiana",4063
