GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JOIE001,NAME_M,JOIM001
"G5101570","2006-2010",,,"Virginia","51","Rappahannock County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rappahannock County, Virginia",62117,"Rappahannock County, Virginia",10447
"G5101590","2006-2010",,,"Virginia","51","Richmond County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond County, Virginia",42182,"Richmond County, Virginia",4104
"G5101610","2006-2010",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roanoke County, Virginia",59446,"Roanoke County, Virginia",2044
"G5101630","2006-2010",,,"Virginia","51","Rockbridge County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockbridge County, Virginia",44417,"Rockbridge County, Virginia",3422
"G5101650","2006-2010",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, Virginia",49930,"Rockingham County, Virginia",1476
"G5101670","2006-2010",,,"Virginia","51","Russell County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russell County, Virginia",32780,"Russell County, Virginia",3280
"G5101690","2006-2010",,,"Virginia","51","Scott County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Virginia",34250,"Scott County, Virginia",4008
"G5101710","2006-2010",,,"Virginia","51","Shenandoah County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shenandoah County, Virginia",50171,"Shenandoah County, Virginia",2173
"G5101730","2006-2010",,,"Virginia","51","Smyth County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Smyth County, Virginia",34864,"Smyth County, Virginia",1846
"G5101750","2006-2010",,,"Virginia","51","Southampton County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southampton County, Virginia",45426,"Southampton County, Virginia",3892
"G5101770","2006-2010",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spotsylvania County, Virginia",76574,"Spotsylvania County, Virginia",2144
"G5101790","2006-2010",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stafford County, Virginia",93065,"Stafford County, Virginia",2009
"G5101810","2006-2010",,,"Virginia","51","Surry County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Surry County, Virginia",55030,"Surry County, Virginia",6767
"G5101830","2006-2010",,,"Virginia","51","Sussex County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, Virginia",37978,"Sussex County, Virginia",2893
"G5101850","2006-2010",,,"Virginia","51","Tazewell County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tazewell County, Virginia",35215,"Tazewell County, Virginia",2231
"G5101870","2006-2010",,,"Virginia","51","Warren County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Virginia",60522,"Warren County, Virginia",2299
"G5101910","2006-2010",,,"Virginia","51","Washington County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Virginia",40422,"Washington County, Virginia",1680
"G5101930","2006-2010",,,"Virginia","51","Westmoreland County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westmoreland County, Virginia",52990,"Westmoreland County, Virginia",2109
"G5101950","2006-2010",,,"Virginia","51","Wise County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wise County, Virginia",33608,"Wise County, Virginia",1758
"G5101970","2006-2010",,,"Virginia","51","Wythe County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wythe County, Virginia",38948,"Wythe County, Virginia",2206
"G5101990","2006-2010",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Virginia",81055,"York County, Virginia",2581
"G5105100","2006-2010",,,"Virginia","51","Alexandria City","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",80847,"Alexandria city, Virginia",1300
"G5105150","2006-2010",,,"Virginia","51","Bedford City","515",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bedford city, Virginia",32262,"Bedford city, Virginia",5742
"G5105200","2006-2010",,,"Virginia","51","Bristol City","520",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bristol city, Virginia",32079,"Bristol city, Virginia",3798
"G5105300","2006-2010",,,"Virginia","51","Buena Vista City","530",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buena Vista city, Virginia",39955,"Buena Vista city, Virginia",4458
"G5105400","2006-2010",,,"Virginia","51","Charlottesville City","540",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charlottesville city, Virginia",42240,"Charlottesville city, Virginia",2176
"G5105500","2006-2010",,,"Virginia","51","Chesapeake City","550",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chesapeake city, Virginia",67855,"Chesapeake city, Virginia",1559
"G5105700","2006-2010",,,"Virginia","51","Colonial Heights City","570",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colonial Heights city, Virginia",50571,"Colonial Heights city, Virginia",4192
"G5105800","2006-2010",,,"Virginia","51","Covington City","580",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Covington city, Virginia",35277,"Covington city, Virginia",3135
"G5105900","2006-2010",,,"Virginia","51","Danville City","590",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Danville city, Virginia",29936,"Danville city, Virginia",1633
"G5105950","2006-2010",,,"Virginia","51","Emporia City","595",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emporia city, Virginia",32788,"Emporia city, Virginia",3857
"G5106000","2006-2010",,,"Virginia","51","Fairfax City","600",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfax city, Virginia",97900,"Fairfax city, Virginia",6198
"G5106100","2006-2010",,,"Virginia","51","Falls Church City","610",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Falls Church city, Virginia",114409,"Falls Church city, Virginia",7073
"G5106200","2006-2010",,,"Virginia","51","Franklin City","620",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin city, Virginia",33174,"Franklin city, Virginia",2271
"G5106300","2006-2010",,,"Virginia","51","Fredericksburg City","630",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fredericksburg city, Virginia",43558,"Fredericksburg city, Virginia",2589
"G5106400","2006-2010",,,"Virginia","51","Galax City","640",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galax city, Virginia",22333,"Galax city, Virginia",7377
"G5106500","2006-2010",,,"Virginia","51","Hampton City","650",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hampton city, Virginia",49815,"Hampton city, Virginia",1011
"G5106600","2006-2010",,,"Virginia","51","Harrisonburg City","660",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrisonburg city, Virginia",37235,"Harrisonburg city, Virginia",3082
"G5106700","2006-2010",,,"Virginia","51","Hopewell City","670",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hopewell city, Virginia",37789,"Hopewell city, Virginia",2954
"G5106780","2006-2010",,,"Virginia","51","Lexington City","678",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lexington city, Virginia",31571,"Lexington city, Virginia",9820
"G5106800","2006-2010",,,"Virginia","51","Lynchburg City","680",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lynchburg city, Virginia",37058,"Lynchburg city, Virginia",1718
"G5106830","2006-2010",,,"Virginia","51","Manassas City","683",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manassas city, Virginia",75173,"Manassas city, Virginia",4179
"G5106850","2006-2010",,,"Virginia","51","Manassas Park City","685",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manassas Park city, Virginia",70299,"Manassas Park city, Virginia",3757
"G5106900","2006-2010",,,"Virginia","51","Martinsville City","690",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martinsville city, Virginia",32408,"Martinsville city, Virginia",2272
"G5107000","2006-2010",,,"Virginia","51","Newport News City","700",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newport News city, Virginia",49562,"Newport News city, Virginia",1194
"G5107100","2006-2010",,,"Virginia","51","Norfolk City","710",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norfolk city, Virginia",42677,"Norfolk city, Virginia",989
"G5107200","2006-2010",,,"Virginia","51","Norton City","720",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norton city, Virginia",33944,"Norton city, Virginia",11189
"G5107300","2006-2010",,,"Virginia","51","Petersburg City","730",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petersburg city, Virginia",36449,"Petersburg city, Virginia",1987
"G5107350","2006-2010",,,"Virginia","51","Poquoson City","735",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poquoson city, Virginia",84315,"Poquoson city, Virginia",9301
"G5107400","2006-2010",,,"Virginia","51","Portsmouth City","740",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth city, Virginia",45488,"Portsmouth city, Virginia",1462
"G5107500","2006-2010",,,"Virginia","51","Radford City","750",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Radford city, Virginia",29155,"Radford city, Virginia",3646
"G5107600","2006-2010",,,"Virginia","51","Richmond City","760",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond city, Virginia",38266,"Richmond city, Virginia",876
"G5107700","2006-2010",,,"Virginia","51","Roanoke City","770",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roanoke city, Virginia",36422,"Roanoke city, Virginia",1381
"G5107750","2006-2010",,,"Virginia","51","Salem City","775",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salem city, Virginia",48828,"Salem city, Virginia",3216
"G5107900","2006-2010",,,"Virginia","51","Staunton City","790",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Staunton city, Virginia",42724,"Staunton city, Virginia",3117
"G5108000","2006-2010",,,"Virginia","51","Suffolk City","800",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suffolk city, Virginia",65104,"Suffolk city, Virginia",2834
"G5108100","2006-2010",,,"Virginia","51","Virginia Beach City","810",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Virginia Beach city, Virginia",64618,"Virginia Beach city, Virginia",1005
"G5108200","2006-2010",,,"Virginia","51","Waynesboro City","820",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waynesboro city, Virginia",40977,"Waynesboro city, Virginia",2511
"G5108300","2006-2010",,,"Virginia","51","Williamsburg City","830",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamsburg city, Virginia",50794,"Williamsburg city, Virginia",5115
"G5108400","2006-2010",,,"Virginia","51","Winchester City","840",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winchester city, Virginia",44873,"Winchester city, Virginia",2868
"G5300010","2006-2010",,,"Washington","53","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Washington",40829,"Adams County, Washington",1729
"G5300030","2006-2010",,,"Washington","53","Asotin County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asotin County, Washington",41665,"Asotin County, Washington",2375
"G5300050","2006-2010",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Washington",57354,"Benton County, Washington",1509
"G5300070","2006-2010",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chelan County, Washington",48674,"Chelan County, Washington",1996
"G5300090","2006-2010",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clallam County, Washington",44398,"Clallam County, Washington",1946
"G5300110","2006-2010",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Washington",58262,"Clark County, Washington",1106
"G5300130","2006-2010",,,"Washington","53","Columbia County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Washington",43611,"Columbia County, Washington",8122
"G5300150","2006-2010",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cowlitz County, Washington",45877,"Cowlitz County, Washington",1602
"G5300170","2006-2010",,,"Washington","53","Douglas County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Washington",48708,"Douglas County, Washington",2525
"G5300190","2006-2010",,,"Washington","53","Ferry County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ferry County, Washington",35485,"Ferry County, Washington",3080
"G5300210","2006-2010",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Washington",47749,"Franklin County, Washington",2251
"G5300230","2006-2010",,,"Washington","53","Garfield County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Washington",42269,"Garfield County, Washington",5884
"G5300250","2006-2010",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Washington",42572,"Grant County, Washington",1539
"G5300270","2006-2010",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grays Harbor County, Washington",41899,"Grays Harbor County, Washington",1429
"G5300290","2006-2010",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Island County, Washington",57190,"Island County, Washington",1742
"G5300310","2006-2010",,,"Washington","53","Jefferson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Washington",46048,"Jefferson County, Washington",1618
"G5300330","2006-2010",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"King County, Washington",68065,"King County, Washington",656
"G5300350","2006-2010",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kitsap County, Washington",59549,"Kitsap County, Washington",1209
"G5300370","2006-2010",,,"Washington","53","Kittitas County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kittitas County, Washington",41232,"Kittitas County, Washington",2670
"G5300390","2006-2010",,,"Washington","53","Klickitat County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Klickitat County, Washington",37398,"Klickitat County, Washington",2893
"G5300410","2006-2010",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Washington",43874,"Lewis County, Washington",1774
"G5300430","2006-2010",,,"Washington","53","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Washington",45582,"Lincoln County, Washington",1884
"G5300450","2006-2010",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Washington",48104,"Mason County, Washington",2353
"G5300470","2006-2010",,,"Washington","53","Okanogan County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okanogan County, Washington",38551,"Okanogan County, Washington",2240
"G5300490","2006-2010",,,"Washington","53","Pacific County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pacific County, Washington",39642,"Pacific County, Washington",2087
"G5300510","2006-2010",,,"Washington","53","Pend Oreille County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pend Oreille County, Washington",38896,"Pend Oreille County, Washington",4679
"G5300530","2006-2010",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Washington",57869,"Pierce County, Washington",692
"G5300550","2006-2010",,,"Washington","53","San Juan County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan County, Washington",50726,"San Juan County, Washington",1988
"G5300570","2006-2010",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skagit County, Washington",54811,"Skagit County, Washington",1119
"G5300590","2006-2010",,,"Washington","53","Skamania County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skamania County, Washington",48704,"Skamania County, Washington",3760
"G5300610","2006-2010",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Snohomish County, Washington",66300,"Snohomish County, Washington",676
"G5300630","2006-2010",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spokane County, Washington",47250,"Spokane County, Washington",695
"G5300650","2006-2010",,,"Washington","53","Stevens County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stevens County, Washington",42845,"Stevens County, Washington",2091
"G5300670","2006-2010",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thurston County, Washington",60930,"Thurston County, Washington",1046
"G5300690","2006-2010",,,"Washington","53","Wahkiakum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wahkiakum County, Washington",40372,"Wahkiakum County, Washington",2535
"G5300710","2006-2010",,,"Washington","53","Walla Walla County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walla Walla County, Washington",45575,"Walla Walla County, Washington",2141
"G5300730","2006-2010",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whatcom County, Washington",49031,"Whatcom County, Washington",1383
"G5300750","2006-2010",,,"Washington","53","Whitman County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitman County, Washington",36368,"Whitman County, Washington",2145
"G5300770","2006-2010",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yakima County, Washington",42877,"Yakima County, Washington",1205
"G5400010","2006-2010",,,"West Virginia","54","Barbour County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barbour County, West Virginia",31212,"Barbour County, West Virginia",2566
"G5400030","2006-2010",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berkeley County, West Virginia",52857,"Berkeley County, West Virginia",2182
"G5400050","2006-2010",,,"West Virginia","54","Boone County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, West Virginia",39783,"Boone County, West Virginia",2561
"G5400070","2006-2010",,,"West Virginia","54","Braxton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Braxton County, West Virginia",32158,"Braxton County, West Virginia",2745
"G5400090","2006-2010",,,"West Virginia","54","Brooke County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brooke County, West Virginia",39475,"Brooke County, West Virginia",2027
"G5400110","2006-2010",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cabell County, West Virginia",34492,"Cabell County, West Virginia",1554
"G5400130","2006-2010",,,"West Virginia","54","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, West Virginia",26922,"Calhoun County, West Virginia",2259
"G5400150","2006-2010",,,"West Virginia","54","Clay County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, West Virginia",30789,"Clay County, West Virginia",5522
"G5400170","2006-2010",,,"West Virginia","54","Doddridge County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Doddridge County, West Virginia",30019,"Doddridge County, West Virginia",3912
"G5400190","2006-2010",,,"West Virginia","54","Fayette County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, West Virginia",31912,"Fayette County, West Virginia",1703
"G5400210","2006-2010",,,"West Virginia","54","Gilmer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilmer County, West Virginia",29706,"Gilmer County, West Virginia",5594
"G5400230","2006-2010",,,"West Virginia","54","Grant County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, West Virginia",35593,"Grant County, West Virginia",2877
"G5400250","2006-2010",,,"West Virginia","54","Greenbrier County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenbrier County, West Virginia",33732,"Greenbrier County, West Virginia",2184
"G5400270","2006-2010",,,"West Virginia","54","Hampshire County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hampshire County, West Virginia",31792,"Hampshire County, West Virginia",1633
"G5400290","2006-2010",,,"West Virginia","54","Hancock County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, West Virginia",38565,"Hancock County, West Virginia",1937
"G5400310","2006-2010",,,"West Virginia","54","Hardy County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardy County, West Virginia",31347,"Hardy County, West Virginia",3496
"G5400330","2006-2010",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, West Virginia",39191,"Harrison County, West Virginia",1787
"G5400350","2006-2010",,,"West Virginia","54","Jackson County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, West Virginia",41406,"Jackson County, West Virginia",4277
"G5400370","2006-2010",,,"West Virginia","54","Jefferson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, West Virginia",65603,"Jefferson County, West Virginia",3031
"G5400390","2006-2010",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kanawha County, West Virginia",42669,"Kanawha County, West Virginia",783
"G5400410","2006-2010",,,"West Virginia","54","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, West Virginia",33293,"Lewis County, West Virginia",1644
"G5400430","2006-2010",,,"West Virginia","54","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, West Virginia",30868,"Lincoln County, West Virginia",2439
"G5400450","2006-2010",,,"West Virginia","54","Logan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, West Virginia",35465,"Logan County, West Virginia",1967
"G5400470","2006-2010",,,"West Virginia","54","McDowell County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McDowell County, West Virginia",22154,"McDowell County, West Virginia",1381
"G5400490","2006-2010",,,"West Virginia","54","Marion County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, West Virginia",38115,"Marion County, West Virginia",1864
"G5400510","2006-2010",,,"West Virginia","54","Marshall County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, West Virginia",34419,"Marshall County, West Virginia",1291
"G5400530","2006-2010",,,"West Virginia","54","Mason County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, West Virginia",36027,"Mason County, West Virginia",2315
"G5400550","2006-2010",,,"West Virginia","54","Mercer County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, West Virginia",32131,"Mercer County, West Virginia",1664
"G5400570","2006-2010",,,"West Virginia","54","Mineral County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, West Virginia",36571,"Mineral County, West Virginia",2194
"G5400590","2006-2010",,,"West Virginia","54","Mingo County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mingo County, West Virginia",32902,"Mingo County, West Virginia",4149
"G5400610","2006-2010",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monongalia County, West Virginia",39167,"Monongalia County, West Virginia",2040
"G5400630","2006-2010",,,"West Virginia","54","Monroe County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, West Virginia",39574,"Monroe County, West Virginia",4451
"G5400650","2006-2010",,,"West Virginia","54","Morgan County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, West Virginia",37281,"Morgan County, West Virginia",2632
"G5400670","2006-2010",,,"West Virginia","54","Nicholas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nicholas County, West Virginia",38457,"Nicholas County, West Virginia",3514
"G5400690","2006-2010",,,"West Virginia","54","Ohio County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, West Virginia",39669,"Ohio County, West Virginia",1969
"G5400710","2006-2010",,,"West Virginia","54","Pendleton County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pendleton County, West Virginia",33323,"Pendleton County, West Virginia",4260
"G5400730","2006-2010",,,"West Virginia","54","Pleasants County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pleasants County, West Virginia",38882,"Pleasants County, West Virginia",9991
"G5400750","2006-2010",,,"West Virginia","54","Pocahontas County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pocahontas County, West Virginia",32161,"Pocahontas County, West Virginia",2046
"G5400770","2006-2010",,,"West Virginia","54","Preston County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Preston County, West Virginia",40753,"Preston County, West Virginia",2060
"G5400790","2006-2010",,,"West Virginia","54","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, West Virginia",52618,"Putnam County, West Virginia",2040
"G5400810","2006-2010",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raleigh County, West Virginia",38036,"Raleigh County, West Virginia",1917
"G5400830","2006-2010",,,"West Virginia","54","Randolph County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, West Virginia",36176,"Randolph County, West Virginia",2271
"G5400850","2006-2010",,,"West Virginia","54","Ritchie County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ritchie County, West Virginia",32619,"Ritchie County, West Virginia",3887
"G5400870","2006-2010",,,"West Virginia","54","Roane County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roane County, West Virginia",27428,"Roane County, West Virginia",2372
"G5400890","2006-2010",,,"West Virginia","54","Summers County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Summers County, West Virginia",27720,"Summers County, West Virginia",1998
"G5400910","2006-2010",,,"West Virginia","54","Taylor County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, West Virginia",36956,"Taylor County, West Virginia",3388
"G5400930","2006-2010",,,"West Virginia","54","Tucker County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tucker County, West Virginia",32712,"Tucker County, West Virginia",4079
"G5400950","2006-2010",,,"West Virginia","54","Tyler County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyler County, West Virginia",33496,"Tyler County, West Virginia",2885
"G5400970","2006-2010",,,"West Virginia","54","Upshur County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Upshur County, West Virginia",36114,"Upshur County, West Virginia",2464
"G5400990","2006-2010",,,"West Virginia","54","Wayne County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, West Virginia",35079,"Wayne County, West Virginia",2000
"G5401010","2006-2010",,,"West Virginia","54","Webster County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, West Virginia",28025,"Webster County, West Virginia",4227
"G5401030","2006-2010",,,"West Virginia","54","Wetzel County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wetzel County, West Virginia",36636,"Wetzel County, West Virginia",2803
"G5401050","2006-2010",,,"West Virginia","54","Wirt County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wirt County, West Virginia",36705,"Wirt County, West Virginia",10909
"G5401070","2006-2010",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wood County, West Virginia",42146,"Wood County, West Virginia",1781
"G5401090","2006-2010",,,"West Virginia","54","Wyoming County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming County, West Virginia",36343,"Wyoming County, West Virginia",2859
"G5500010","2006-2010",,,"Wisconsin","55","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Wisconsin",39885,"Adams County, Wisconsin",1267
