STATE,COUNTY,STNAME,CTYNAME,Year,Population,State_Code
48,469,Texas,Victoria County,2003,85031,TX
48,471,Texas,Walker County,2003,62762,TX
48,473,Texas,Waller County,2003,34735,TX
48,475,Texas,Ward County,2003,10209,TX
48,477,Texas,Washington County,2003,30909,TX
48,479,Texas,Webb County,2003,210229,TX
48,481,Texas,Wharton County,2003,41005,TX
48,483,Texas,Wheeler County,2003,4750,TX
48,485,Texas,Wichita County,2003,130564,TX
48,487,Texas,Wilbarger County,2003,14084,TX
48,489,Texas,Willacy County,2003,19857,TX
48,491,Texas,Williamson County,2003,302458,TX
48,493,Texas,Wilson County,2003,34999,TX
48,495,Texas,Winkler County,2003,6640,TX
48,497,Texas,Wise County,2003,53819,TX
48,499,Texas,Wood County,2003,39316,TX
48,501,Texas,Yoakum County,2003,7171,TX
48,503,Texas,Young County,2003,17748,TX
48,505,Texas,Zapata County,2003,12708,TX
48,507,Texas,Zavala County,2003,11480,TX
49,1,Utah,Beaver County,2003,5990,UT
49,3,Utah,Box Elder County,2003,45229,UT
49,5,Utah,Cache County,2003,100177,UT
49,7,Utah,Carbon County,2003,19665,UT
49,9,Utah,Daggett County,2003,887,UT
49,11,Utah,Davis County,2003,256173,UT
49,13,Utah,Duchesne County,2003,14782,UT
49,15,Utah,Emery County,2003,10497,UT
49,17,Utah,Garfield County,2003,4457,UT
49,19,Utah,Grand County,2003,8793,UT
49,21,Utah,Iron County,2003,36061,UT
49,23,Utah,Juab County,2003,8599,UT
49,25,Utah,Kane County,2003,6007,UT
49,27,Utah,Millard County,2003,12151,UT
49,29,Utah,Morgan County,2003,7444,UT
49,31,Utah,Piute County,2003,1365,UT
49,33,Utah,Rich County,2003,2007,UT
49,35,Utah,Salt Lake County,2003,936378,UT
49,37,Utah,San Juan County,2003,13727,UT
49,39,Utah,Sanpete County,2003,23337,UT
49,41,Utah,Sevier County,2003,18956,UT
49,43,Utah,Summit County,2003,32666,UT
49,45,Utah,Tooele County,2003,47333,UT
49,47,Utah,Uintah County,2003,26180,UT
49,49,Utah,Utah County,2003,409465,UT
49,51,Utah,Wasatch County,2003,17382,UT
49,53,Utah,Washington County,2003,104274,UT
49,55,Utah,Wayne County,2003,2459,UT
49,57,Utah,Weber County,2003,207497,UT
50,1,Vermont,Addison County,2003,36346,VT
50,3,Vermont,Bennington County,2003,36798,VT
50,5,Vermont,Caledonia County,2003,29869,VT
50,7,Vermont,Chittenden County,2003,149093,VT
50,9,Vermont,Essex County,2003,6504,VT
50,11,Vermont,Franklin County,2003,46785,VT
50,13,Vermont,Grand Isle County,2003,7387,VT
50,15,Vermont,Lamoille County,2003,24179,VT
50,17,Vermont,Orange County,2003,28814,VT
50,19,Vermont,Orleans County,2003,26911,VT
50,21,Vermont,Rutland County,2003,63440,VT
50,23,Vermont,Washington County,2003,58732,VT
50,25,Vermont,Windham County,2003,44071,VT
50,27,Vermont,Windsor County,2003,57630,VT
51,1,Virginia,Accomack County,2003,38566,VA
51,3,Virginia,Albemarle County,2003,87341,VA
51,5,Virginia,Alleghany County,2003,16634,VA
51,7,Virginia,Amelia County,2003,11644,VA
51,9,Virginia,Amherst County,2003,31755,VA
51,11,Virginia,Appomattox County,2003,13661,VA
51,13,Virginia,Arlington County,2003,196643,VA
51,15,Virginia,Augusta County,2003,67155,VA
51,17,Virginia,Bath County,2003,4934,VA
51,19,Virginia,Bedford County,2003,62036,VA
51,21,Virginia,Bland County,2003,6870,VA
51,23,Virginia,Botetourt County,2003,31304,VA
51,25,Virginia,Brunswick County,2003,18047,VA
51,27,Virginia,Buchanan County,2003,25407,VA
51,29,Virginia,Buckingham County,2003,15709,VA
51,31,Virginia,Campbell County,2003,51392,VA
51,33,Virginia,Caroline County,2003,23037,VA
51,35,Virginia,Carroll County,2003,29149,VA
51,36,Virginia,Charles City County,2003,7078,VA
51,37,Virginia,Charlotte County,2003,12275,VA
51,41,Virginia,Chesterfield County,2003,274131,VA
51,43,Virginia,Clarke County,2003,13285,VA
51,45,Virginia,Craig County,2003,5060,VA
51,47,Virginia,Culpeper County,2003,38157,VA
51,49,Virginia,Cumberland County,2003,9134,VA
51,51,Virginia,Dickenson County,2003,16080,VA
51,53,Virginia,Dinwiddie County,2003,24851,VA
51,57,Virginia,Essex County,2003,10222,VA
51,59,Virginia,Fairfax County,2003,992494,VA
51,61,Virginia,Fauquier County,2003,60839,VA
51,63,Virginia,Floyd County,2003,14219,VA
51,65,Virginia,Fluvanna County,2003,22956,VA
51,67,Virginia,Franklin County,2003,48667,VA
51,69,Virginia,Frederick County,2003,64562,VA
51,71,Virginia,Giles County,2003,16825,VA
51,73,Virginia,Gloucester County,2003,36306,VA
51,75,Virginia,Goochland County,2003,18004,VA
51,77,Virginia,Grayson County,2003,16478,VA
51,79,Virginia,Greene County,2003,16670,VA
51,81,Virginia,Greensville County,2003,11720,VA
51,83,Virginia,Halifax County,2003,36248,VA
51,85,Virginia,Hanover County,2003,93562,VA
51,87,Virginia,Henrico County,2003,271271,VA
51,89,Virginia,Henry County,2003,56637,VA
51,91,Virginia,Highland County,2003,2478,VA
51,93,Virginia,Isle of Wight County,2003,31436,VA
51,95,Virginia,James City County,2003,53138,VA
51,97,Virginia,King and Queen County,2003,6517,VA
51,99,Virginia,King George County,2003,18434,VA
51,101,Virginia,King William County,2003,13930,VA
51,103,Virginia,Lancaster County,2003,11500,VA
51,105,Virginia,Lee County,2003,24793,VA
51,107,Virginia,Loudoun County,2003,219577,VA
51,109,Virginia,Louisa County,2003,27850,VA
51,111,Virginia,Lunenburg County,2003,13018,VA
51,113,Virginia,Madison County,2003,12984,VA
51,115,Virginia,Mathews County,2003,9127,VA
51,117,Virginia,Mecklenburg County,2003,32181,VA
51,119,Virginia,Middlesex County,2003,10205,VA
51,121,Virginia,Montgomery County,2003,85723,VA
51,125,Virginia,Nelson County,2003,14828,VA
51,127,Virginia,New Kent County,2003,14761,VA
51,131,Virginia,Northampton County,2003,13052,VA
51,133,Virginia,Northumberland County,2003,12736,VA
51,135,Virginia,Nottoway County,2003,15661,VA
51,137,Virginia,Orange County,2003,27979,VA
51,139,Virginia,Page County,2003,23552,VA
51,141,Virginia,Patrick County,2003,18996,VA
51,143,Virginia,Pittsylvania County,2003,61181,VA
51,145,Virginia,Powhatan County,2003,24828,VA
51,147,Virginia,Prince Edward County,2003,19864,VA
51,149,Virginia,Prince George County,2003,36045,VA
51,153,Virginia,Prince William County,2003,321537,VA
51,155,Virginia,Pulaski County,2003,34747,VA
51,157,Virginia,Rappahannock County,2003,7167,VA
51,159,Virginia,Richmond County,2003,8980,VA
51,161,Virginia,Roanoke County,2003,86922,VA
51,163,Virginia,Rockbridge County,2003,20846,VA
51,165,Virginia,Rockingham County,2003,69573,VA
51,167,Virginia,Russell County,2003,28857,VA
51,169,Virginia,Scott County,2003,22821,VA
51,171,Virginia,Shenandoah County,2003,37064,VA
51,173,Virginia,Smyth County,2003,32533,VA
51,175,Virginia,Southampton County,2003,17298,VA
51,177,Virginia,Spotsylvania County,2003,106576,VA
51,179,Virginia,Stafford County,2003,109123,VA
51,181,Virginia,Surry County,2003,6914,VA
51,183,Virginia,Sussex County,2003,12134,VA
51,185,Virginia,Tazewell County,2003,43930,VA
51,187,Virginia,Warren County,2003,33498,VA
51,191,Virginia,Washington County,2003,51291,VA
51,193,Virginia,Westmoreland County,2003,16838,VA
51,195,Virginia,Wise County,2003,41730,VA
51,197,Virginia,Wythe County,2003,27726,VA
51,199,Virginia,York County,2003,59727,VA
51,510,Virginia,Alexandria city,2003,135161,VA
51,515,Virginia,Bedford city,2003,6246,VA
51,520,Virginia,Bristol city,2003,17433,VA
51,530,Virginia,Buena Vista city,2003,6374,VA
51,540,Virginia,Charlottesville city,2003,40730,VA
51,550,Virginia,Chesapeake city,2003,208506,VA
51,570,Virginia,Colonial Heights city,2003,17166,VA
51,580,Virginia,Covington city,2003,6321,VA
51,590,Virginia,Danville city,2003,46939,VA
51,595,Virginia,Emporia city,2003,5615,VA
51,600,Virginia,Fairfax city,2003,22248,VA
51,610,Virginia,Falls Church city,2003,10611,VA
51,620,Virginia,Franklin city,2003,8222,VA
51,630,Virginia,Fredericksburg city,2003,20399,VA
51,640,Virginia,Galax city,2003,6669,VA
51,650,Virginia,Hampton city,2003,145398,VA
51,660,Virginia,Harrisonburg city,2003,42134,VA
51,670,Virginia,Hopewell city,2003,22292,VA
51,678,Virginia,Lexington city,2003,6748,VA
51,680,Virginia,Lynchburg city,2003,66070,VA
51,683,Virginia,Manassas city,2003,36178,VA
51,685,Virginia,Manassas Park city,2003,10930,VA
51,690,Virginia,Martinsville city,2003,15042,VA
51,700,Virginia,Newport News city,2003,188369,VA
51,710,Virginia,Norfolk city,2003,240781,VA
51,720,Virginia,Norton city,2003,3849,VA
51,730,Virginia,Petersburg city,2003,32979,VA
51,735,Virginia,Poquoson city,2003,11703,VA
51,740,Virginia,Portsmouth city,2003,99459,VA
51,750,Virginia,Radford city,2003,15595,VA
51,760,Virginia,Richmond city,2003,198098,VA
51,770,Virginia,Roanoke city,2003,92807,VA
51,775,Virginia,Salem city,2003,24762,VA
51,790,Virginia,Staunton city,2003,23260,VA
51,800,Virginia,Suffolk city,2003,72867,VA
51,810,Virginia,Virginia Beach city,2003,435796,VA
51,820,Virginia,Waynesboro city,2003,20500,VA
51,830,Virginia,Williamsburg city,2003,11521,VA
51,840,Virginia,Winchester city,2003,24695,VA
53,1,Washington,Adams County,2003,16425,WA
53,3,Washington,Asotin County,2003,20499,WA
53,5,Washington,Benton County,2003,152586,WA
53,7,Washington,Chelan County,2003,67377,WA
53,9,Washington,Clallam County,2003,66349,WA
53,11,Washington,Clark County,2003,377233,WA
53,13,Washington,Columbia County,2003,4029,WA
53,15,Washington,Cowlitz County,2003,94427,WA
53,17,Washington,Douglas County,2003,33405,WA
53,19,Washington,Ferry County,2003,7388,WA
53,21,Washington,Franklin County,2003,56128,WA
53,23,Washington,Garfield County,2003,2268,WA
53,25,Washington,Grant County,2003,78148,WA
53,27,Washington,Grays Harbor County,2003,69036,WA
53,29,Washington,Island County,2003,76666,WA
53,31,Washington,Jefferson County,2003,27542,WA
53,33,Washington,King County,2003,1769753,WA
53,35,Washington,Kitsap County,2003,238988,WA
53,37,Washington,Kittitas County,2003,35424,WA
53,39,Washington,Klickitat County,2003,19328,WA
53,41,Washington,Lewis County,2003,70146,WA
53,43,Washington,Lincoln County,2003,10118,WA
53,45,Washington,Mason County,2003,51564,WA
53,47,Washington,Okanogan County,2003,38529,WA
53,49,Washington,Pacific County,2003,20923,WA
53,51,Washington,Pend Oreille County,2003,12048,WA
53,53,Washington,Pierce County,2003,736260,WA
53,55,Washington,San Juan County,2003,14748,WA
53,57,Washington,Skagit County,2003,108319,WA
53,59,Washington,Skamania County,2003,10028,WA
53,61,Washington,Snohomish County,2003,632925,WA
53,63,Washington,Spokane County,2003,430867,WA
53,65,Washington,Stevens County,2003,40106,WA
53,67,Washington,Thurston County,2003,220081,WA
53,69,Washington,Wahkiakum County,2003,3663,WA
53,71,Washington,Walla Walla County,2003,56416,WA
53,73,Washington,Whatcom County,2003,177821,WA
53,75,Washington,Whitman County,2003,40751,WA
53,77,Washington,Yakima County,2003,224950,WA
54,1,West Virginia,Barbour County,2003,15404,WV
54,3,West Virginia,Berkeley County,2003,84804,WV
54,5,West Virginia,Boone County,2003,25545,WV
54,7,West Virginia,Braxton County,2003,14633,WV
54,9,West Virginia,Brooke County,2003,24902,WV
54,11,West Virginia,Cabell County,2003,95228,WV
54,13,West Virginia,Calhoun County,2003,7246,WV
54,15,West Virginia,Clay County,2003,10235,WV
54,17,West Virginia,Doddridge County,2003,7436,WV
54,19,West Virginia,Fayette County,2003,47072,WV
54,21,West Virginia,Gilmer County,2003,7010,WV
54,23,West Virginia,Grant County,2003,11364,WV
54,25,West Virginia,Greenbrier County,2003,34539,WV
54,27,West Virginia,Hampshire County,2003,21084,WV
54,29,West Virginia,Hancock County,2003,31485,WV
54,31,West Virginia,Hardy County,2003,13044,WV
54,33,West Virginia,Harrison County,2003,67702,WV
54,35,West Virginia,Jackson County,2003,28007,WV
54,37,West Virginia,Jefferson County,2003,45958,WV
54,39,West Virginia,Kanawha County,2003,195301,WV
54,41,West Virginia,Lewis County,2003,17088,WV
54,43,West Virginia,Lincoln County,2003,22314,WV
54,45,West Virginia,Logan County,2003,36495,WV
54,47,West Virginia,McDowell County,2003,25032,WV
54,49,West Virginia,Marion County,2003,56273,WV
54,51,West Virginia,Marshall County,2003,34608,WV
54,53,West Virginia,Mason County,2003,25887,WV
54,55,West Virginia,Mercer County,2003,61820,WV
54,57,West Virginia,Mineral County,2003,27151,WV
54,59,West Virginia,Mingo County,2003,27280,WV
54,61,West Virginia,Monongalia County,2003,84656,WV
54,63,West Virginia,Monroe County,2003,13417,WV
54,65,West Virginia,Morgan County,2003,15415,WV
54,67,West Virginia,Nicholas County,2003,26005,WV
54,69,West Virginia,Ohio County,2003,45551,WV
54,71,West Virginia,Pendleton County,2003,7978,WV
54,73,West Virginia,Pleasants County,2003,7451,WV
54,75,West Virginia,Pocahontas County,2003,8920,WV
54,77,West Virginia,Preston County,2003,29447,WV
54,79,West Virginia,Putnam County,2003,52759,WV
54,81,West Virginia,Raleigh County,2003,78587,WV
54,83,West Virginia,Randolph County,2003,28132,WV
54,85,West Virginia,Ritchie County,2003,10327,WV
54,87,West Virginia,Roane County,2003,15351,WV
54,89,West Virginia,Summers County,2003,13803,WV
54,91,West Virginia,Taylor County,2003,15979,WV
54,93,West Virginia,Tucker County,2003,7148,WV
54,95,West Virginia,Tyler County,2003,9292,WV
54,97,West Virginia,Upshur County,2003,23601,WV
54,99,West Virginia,Wayne County,2003,42344,WV
54,101,West Virginia,Webster County,2003,9686,WV
54,103,West Virginia,Wetzel County,2003,17048,WV
54,105,West Virginia,Wirt County,2003,5741,WV
54,107,West Virginia,Wood County,2003,87107,WV
54,109,West Virginia,Wyoming County,2003,24546,WV
55,1,Wisconsin,Adams County,2003,20287,WI
55,3,Wisconsin,Ashland County,2003,16682,WI
55,5,Wisconsin,Barron County,2003,45445,WI
55,7,Wisconsin,Bayfield County,2003,15053,WI
55,9,Wisconsin,Brown County,2003,234017,WI
55,11,Wisconsin,Buffalo County,2003,13751,WI
55,13,Wisconsin,Burnett County,2003,16168,WI
55,15,Wisconsin,Calumet County,2003,43363,WI
55,17,Wisconsin,Chippewa County,2003,56743,WI
55,19,Wisconsin,Clark County,2003,33619,WI
55,21,Wisconsin,Columbia County,2003,53640,WI
55,23,Wisconsin,Crawford County,2003,16865,WI
55,25,Wisconsin,Dane County,2003,449644,WI
55,27,Wisconsin,Dodge County,2003,86879,WI
55,29,Wisconsin,Door County,2003,28246,WI
55,31,Wisconsin,Douglas County,2003,43817,WI
55,33,Wisconsin,Dunn County,2003,40947,WI
55,35,Wisconsin,Eau Claire County,2003,94958,WI
55,37,Wisconsin,Florence County,2003,4995,WI
55,39,Wisconsin,Fond du Lac County,2003,98009,WI
55,41,Wisconsin,Forest County,2003,9901,WI
55,43,Wisconsin,Grant County,2003,49223,WI
55,45,Wisconsin,Green County,2003,34067,WI
55,47,Wisconsin,Green Lake County,2003,19019,WI
55,49,Wisconsin,Iowa County,2003,23135,WI
55,51,Wisconsin,Iron County,2003,6648,WI
55,53,Wisconsin,Jackson County,2003,19487,WI
55,55,Wisconsin,Jefferson County,2003,77092,WI
55,57,Wisconsin,Juneau County,2003,25007,WI
55,59,Wisconsin,Kenosha County,2003,155813,WI
55,61,Wisconsin,Kewaunee County,2003,20265,WI
55,63,Wisconsin,La Crosse County,2003,108852,WI
55,65,Wisconsin,Lafayette County,2003,16100,WI
55,67,Wisconsin,Langlade County,2003,20641,WI
55,69,Wisconsin,Lincoln County,2003,29782,WI
55,71,Wisconsin,Manitowoc County,2003,81539,WI
55,73,Wisconsin,Marathon County,2003,126400,WI
55,75,Wisconsin,Marinette County,2003,43023,WI
55,77,Wisconsin,Marquette County,2003,14702,WI
55,78,Wisconsin,Menominee County,2003,4605,WI
55,79,Wisconsin,Milwaukee County,2003,951073,WI
55,81,Wisconsin,Monroe County,2003,41432,WI
55,83,Wisconsin,Oconto County,2003,36690,WI
55,85,Wisconsin,Oneida County,2003,37069,WI
55,87,Wisconsin,Outagamie County,2003,166882,WI
55,89,Wisconsin,Ozaukee County,2003,84195,WI
55,91,Wisconsin,Pepin County,2003,7325,WI
55,93,Wisconsin,Pierce County,2003,37925,WI
55,95,Wisconsin,Polk County,2003,42953,WI
55,97,Wisconsin,Portage County,2003,67436,WI
55,99,Wisconsin,Price County,2003,15321,WI
55,101,Wisconsin,Racine County,2003,193119,WI
55,103,Wisconsin,Richland County,2003,17911,WI
55,105,Wisconsin,Rock County,2003,153952,WI
55,107,Wisconsin,Rusk County,2003,14846,WI
55,109,Wisconsin,St. Croix County,2003,70814,WI
55,111,Wisconsin,Sauk County,2003,56222,WI
55,113,Wisconsin,Sawyer County,2003,16618,WI
55,115,Wisconsin,Shawano County,2003,40747,WI
55,117,Wisconsin,Sheboygan County,2003,112956,WI
55,119,Wisconsin,Taylor County,2003,19419,WI
55,121,Wisconsin,Trempealeau County,2003,27110,WI
55,123,Wisconsin,Vernon County,2003,28256,WI
55,125,Wisconsin,Vilas County,2003,21963,WI
55,127,Wisconsin,Walworth County,2003,96637,WI
55,129,Wisconsin,Washburn County,2003,16397,WI
55,131,Wisconsin,Washington County,2003,121725,WI
55,133,Wisconsin,Waukesha County,2003,371424,WI
55,135,Wisconsin,Waupaca County,2003,52242,WI
55,137,Wisconsin,Waushara County,2003,24509,WI
55,139,Wisconsin,Winnebago County,2003,158294,WI
55,141,Wisconsin,Wood County,2003,74905,WI
56,1,Wyoming,Albany County,2003,32484,WY
56,3,Wyoming,Big Horn County,2003,11102,WY
56,5,Wyoming,Campbell County,2003,36086,WY
56,7,Wyoming,Carbon County,2003,15183,WY
56,9,Wyoming,Converse County,2003,12151,WY
56,11,Wyoming,Crook County,2003,5888,WY
56,13,Wyoming,Fremont County,2003,35800,WY
56,15,Wyoming,Goshen County,2003,12132,WY
56,17,Wyoming,Hot Springs County,2003,4578,WY
56,19,Wyoming,Johnson County,2003,7472,WY
56,21,Wyoming,Laramie County,2003,84287,WY
56,23,Wyoming,Lincoln County,2003,14787,WY
56,25,Wyoming,Natrona County,2003,67957,WY
56,27,Wyoming,Niobrara County,2003,2226,WY
56,29,Wyoming,Park County,2003,25957,WY
56,31,Wyoming,Platte County,2003,8571,WY
56,33,Wyoming,Sheridan County,2003,26962,WY
56,35,Wyoming,Sublette County,2003,6315,WY
56,37,Wyoming,Sweetwater County,2003,36559,WY
56,39,Wyoming,Teton County,2003,18890,WY
56,41,Wyoming,Uinta County,2003,19440,WY
56,43,Wyoming,Washakie County,2003,7822,WY
56,45,Wyoming,Weston County,2003,6540,WY
1,1,Alabama,Autauga County,2004,46933,AL
1,3,Alabama,Baldwin County,2004,156573,AL
1,5,Alabama,Barbour County,2004,29458,AL
1,7,Alabama,Bibb County,2004,21208,AL
1,9,Alabama,Blount County,2004,54469,AL
1,11,Alabama,Bullock County,2004,11038,AL
1,13,Alabama,Butler County,2004,20476,AL
1,15,Alabama,Calhoun County,2004,111615,AL
1,17,Alabama,Chambers County,2004,35387,AL
1,19,Alabama,Cherokee County,2004,24291,AL
1,21,Alabama,Chilton County,2004,41170,AL
1,23,Alabama,Choctaw County,2004,14894,AL
1,25,Alabama,Clarke County,2004,26944,AL
1,27,Alabama,Clay County,2004,13939,AL
1,29,Alabama,Cleburne County,2004,14264,AL
1,31,Alabama,Coffee County,2004,44712,AL
1,33,Alabama,Colbert County,2004,54427,AL
1,35,Alabama,Conecuh County,2004,13238,AL
1,37,Alabama,Coosa County,2004,11156,AL
1,39,Alabama,Covington County,2004,36322,AL
1,41,Alabama,Crenshaw County,2004,13602,AL
1,43,Alabama,Cullman County,2004,78711,AL
1,45,Alabama,Dale County,2004,48691,AL
1,47,Alabama,Dallas County,2004,43927,AL
1,49,Alabama,DeKalb County,2004,66574,AL
1,51,Alabama,Elmore County,2004,71276,AL
1,53,Alabama,Escambia County,2004,37888,AL
1,55,Alabama,Etowah County,2004,102657,AL
1,57,Alabama,Fayette County,2004,17998,AL
1,59,Alabama,Franklin County,2004,30533,AL
1,61,Alabama,Geneva County,2004,25458,AL
1,63,Alabama,Greene County,2004,9534,AL
1,65,Alabama,Hale County,2004,17876,AL
1,67,Alabama,Henry County,2004,16432,AL
1,69,Alabama,Houston County,2004,92374,AL
1,71,Alabama,Jackson County,2004,53217,AL
1,73,Alabama,Jefferson County,2004,660016,AL
1,75,Alabama,Lamar County,2004,14828,AL
1,77,Alabama,Lauderdale County,2004,87203,AL
1,79,Alabama,Lawrence County,2004,34204,AL
1,81,Alabama,Lee County,2004,121698,AL
1,83,Alabama,Limestone County,2004,68407,AL
1,85,Alabama,Lowndes County,2004,13033,AL
1,87,Alabama,Macon County,2004,23041,AL
1,89,Alabama,Madison County,2004,294814,AL
1,91,Alabama,Marengo County,2004,21649,AL
1,93,Alabama,Marion County,2004,29712,AL
1,95,Alabama,Marshall County,2004,84161,AL
1,97,Alabama,Mobile County,2004,397521,AL
1,99,Alabama,Monroe County,2004,23351,AL
1,101,Alabama,Montgomery County,2004,222085,AL
1,103,Alabama,Morgan County,2004,112210,AL
1,105,Alabama,Perry County,2004,11078,AL
1,107,Alabama,Pickens County,2004,20096,AL
1,109,Alabama,Pike County,2004,29727,AL
1,111,Alabama,Randolph County,2004,22394,AL
1,113,Alabama,Russell County,2004,48980,AL
1,115,Alabama,St. Clair County,2004,69966,AL
1,117,Alabama,Shelby County,2004,165723,AL
1,119,Alabama,Sumter County,2004,13869,AL
1,121,Alabama,Talladega County,2004,79746,AL
1,123,Alabama,Tallapoosa County,2004,40605,AL
1,125,Alabama,Tuscaloosa County,2004,169051,AL
1,127,Alabama,Walker County,2004,69153,AL
1,129,Alabama,Washington County,2004,17579,AL
1,131,Alabama,Wilcox County,2004,12721,AL
1,133,Alabama,Winston County,2004,24307,AL
4,1,Arizona,Apache County,2004,67943,AZ
4,3,Arizona,Cochise County,2004,123235,AZ
4,5,Arizona,Coconino County,2004,123349,AZ
4,7,Arizona,Gila County,2004,50848,AZ
4,9,Arizona,Graham County,2004,32441,AZ
4,11,Arizona,Greenlee County,2004,7307,AZ
4,12,Arizona,La Paz County,2004,19696,AZ
4,13,Arizona,Maricopa County,2004,3502635,AZ
4,15,Arizona,Mohave County,2004,178313,AZ
4,17,Arizona,Navajo County,2004,105020,AZ
4,19,Arizona,Pima County,2004,924205,AZ
4,21,Arizona,Pinal County,2004,220724,AZ
4,23,Arizona,Santa Cruz County,2004,40177,AZ
4,25,Arizona,Yavapai County,2004,189532,AZ
4,27,Arizona,Yuma County,2004,174000,AZ
5,1,Arkansas,Arkansas County,2004,19863,AR
5,3,Arkansas,Ashley County,2004,23171,AR
5,5,Arkansas,Baxter County,2004,39546,AR
5,7,Arkansas,Benton County,2004,183211,AR
5,9,Arkansas,Boone County,2004,34841,AR
5,11,Arkansas,Bradley County,2004,12268,AR
5,13,Arkansas,Calhoun County,2004,5484,AR
5,15,Arkansas,Carroll County,2004,26370,AR
5,17,Arkansas,Chicot County,2004,12857,AR
5,19,Arkansas,Clark County,2004,23237,AR
5,21,Arkansas,Clay County,2004,16588,AR
5,23,Arkansas,Cleburne County,2004,24868,AR
5,25,Arkansas,Cleveland County,2004,8652,AR
5,27,Arkansas,Columbia County,2004,24791,AR
5,29,Arkansas,Conway County,2004,20351,AR
5,31,Arkansas,Craighead County,2004,86296,AR
5,33,Arkansas,Crawford County,2004,56149,AR
5,35,Arkansas,Crittenden County,2004,51264,AR
5,37,Arkansas,Cross County,2004,19046,AR
5,39,Arkansas,Dallas County,2004,8637,AR
5,41,Arkansas,Desha County,2004,14377,AR
5,43,Arkansas,Drew County,2004,18693,AR
5,45,Arkansas,Faulkner County,2004,95710,AR
5,47,Arkansas,Franklin County,2004,17879,AR
5,49,Arkansas,Fulton County,2004,11760,AR
5,51,Arkansas,Garland County,2004,92028,AR
5,53,Arkansas,Grant County,2004,17041,AR
5,55,Arkansas,Greene County,2004,38668,AR
5,57,Arkansas,Hempstead County,2004,23103,AR
5,59,Arkansas,Hot Spring County,2004,30595,AR
5,61,Arkansas,Howard County,2004,14254,AR
5,63,Arkansas,Independence County,2004,34269,AR
5,65,Arkansas,Izard County,2004,13186,AR
5,67,Arkansas,Jackson County,2004,17575,AR
5,69,Arkansas,Jefferson County,2004,81747,AR
5,71,Arkansas,Johnson County,2004,23711,AR
5,73,Arkansas,Lafayette County,2004,8065,AR
5,75,Arkansas,Lawrence County,2004,17280,AR
5,77,Arkansas,Lee County,2004,11420,AR
5,79,Arkansas,Lincoln County,2004,14137,AR
5,81,Arkansas,Little River County,2004,13047,AR
5,83,Arkansas,Logan County,2004,22612,AR
5,85,Arkansas,Lonoke County,2004,58040,AR
5,87,Arkansas,Madison County,2004,14545,AR
5,89,Arkansas,Marion County,2004,16177,AR
5,91,Arkansas,Miller County,2004,41861,AR
5,93,Arkansas,Mississippi County,2004,47603,AR
5,95,Arkansas,Monroe County,2004,9218,AR
5,97,Arkansas,Montgomery County,2004,9102,AR
5,99,Arkansas,Nevada County,2004,9592,AR
5,101,Arkansas,Newton County,2004,8437,AR
5,103,Arkansas,Ouachita County,2004,26875,AR
5,105,Arkansas,Perry County,2004,10281,AR
5,107,Arkansas,Phillips County,2004,23618,AR
5,109,Arkansas,Pike County,2004,10946,AR
5,111,Arkansas,Poinsett County,2004,25071,AR
5,113,Arkansas,Polk County,2004,19901,AR
5,115,Arkansas,Pope County,2004,56363,AR
5,117,Arkansas,Prairie County,2004,9038,AR
5,119,Arkansas,Pulaski County,2004,367737,AR
5,121,Arkansas,Randolph County,2004,18197,AR
5,123,Arkansas,St. Francis County,2004,27930,AR
5,125,Arkansas,Saline County,2004,88424,AR
5,127,Arkansas,Scott County,2004,10884,AR
5,129,Arkansas,Searcy County,2004,7933,AR
5,131,Arkansas,Sebastian County,2004,117425,AR
5,133,Arkansas,Sevier County,2004,16064,AR
5,135,Arkansas,Sharp County,2004,17478,AR
5,137,Arkansas,Stone County,2004,11589,AR
5,139,Arkansas,Union County,2004,44151,AR
5,141,Arkansas,Van Buren County,2004,16230,AR
5,143,Arkansas,Washington County,2004,177043,AR
5,145,Arkansas,White County,2004,70457,AR
5,147,Arkansas,Woodruff County,2004,8104,AR
5,149,Arkansas,Yell County,2004,21200,AR
6,1,California,Alameda County,2004,1441781,CA
6,3,California,Alpine County,2004,1182,CA
6,5,California,Amador County,2004,37213,CA
6,7,California,Butte County,2004,213173,CA
6,9,California,Calaveras County,2004,44852,CA
6,11,California,Colusa County,2004,20219,CA
6,13,California,Contra Costa County,2004,992747,CA
6,15,California,Del Norte County,2004,28085,CA
6,17,California,El Dorado County,2004,170486,CA
6,19,California,Fresno County,2004,857162,CA
6,21,California,Glenn County,2004,27193,CA
6,23,California,Humboldt County,2004,128694,CA
6,25,California,Imperial County,2004,149909,CA
6,27,California,Inyo County,2004,17974,CA
6,29,California,Kern County,2004,726029,CA
6,31,California,Kings County,2004,142151,CA
6,33,California,Lake County,2004,63390,CA
6,35,California,Lassen County,2004,34102,CA
6,37,California,Los Angeles County,2004,9808494,CA
6,39,California,Madera County,2004,136516,CA
6,41,California,Marin County,2004,243677,CA
6,43,California,Mariposa County,2004,17656,CA
6,45,California,Mendocino County,2004,87092,CA
6,47,California,Merced County,2004,233529,CA
6,49,California,Modoc County,2004,9359,CA
6,51,California,Mono County,2004,12919,CA
6,53,California,Monterey County,2004,408867,CA
6,55,California,Napa County,2004,130007,CA
6,57,California,Nevada County,2004,95974,CA
6,59,California,Orange County,2004,2956096,CA
