STATE,COUNTY,STNAME,CTYNAME,Year,Population,State_Code
20,113,Kansas,McPherson County,2012,29226,KS
20,115,Kansas,Marion County,2012,12378,KS
20,117,Kansas,Marshall County,2012,10027,KS
20,119,Kansas,Meade County,2012,4378,KS
20,121,Kansas,Miami County,2012,32681,KS
20,123,Kansas,Mitchell County,2012,6302,KS
20,125,Kansas,Montgomery County,2012,34483,KS
20,127,Kansas,Morris County,2012,5849,KS
20,129,Kansas,Morton County,2012,3126,KS
20,131,Kansas,Nemaha County,2012,10070,KS
20,133,Kansas,Neosho County,2012,16425,KS
20,135,Kansas,Ness County,2012,3077,KS
20,137,Kansas,Norton County,2012,5589,KS
20,139,Kansas,Osage County,2012,16179,KS
20,141,Kansas,Osborne County,2012,3810,KS
20,143,Kansas,Ottawa County,2012,6027,KS
20,145,Kansas,Pawnee County,2012,6865,KS
20,147,Kansas,Phillips County,2012,5520,KS
20,149,Kansas,Pottawatomie County,2012,22339,KS
20,151,Kansas,Pratt County,2012,9760,KS
20,153,Kansas,Rawlins County,2012,2509,KS
20,155,Kansas,Reno County,2012,64210,KS
20,157,Kansas,Republic County,2012,4826,KS
20,159,Kansas,Rice County,2012,9988,KS
20,161,Kansas,Riley County,2012,77545,KS
20,163,Kansas,Rooks County,2012,5221,KS
20,165,Kansas,Rush County,2012,3208,KS
20,167,Kansas,Russell County,2012,6989,KS
20,169,Kansas,Saline County,2012,55841,KS
20,171,Kansas,Scott County,2012,4856,KS
20,173,Kansas,Sedgwick County,2012,504171,KS
20,175,Kansas,Seward County,2012,23358,KS
20,177,Kansas,Shawnee County,2012,179013,KS
20,179,Kansas,Sheridan County,2012,2490,KS
20,181,Kansas,Sherman County,2012,6122,KS
20,183,Kansas,Smith County,2012,3754,KS
20,185,Kansas,Stafford County,2012,4350,KS
20,187,Kansas,Stanton County,2012,2156,KS
20,189,Kansas,Stevens County,2012,5737,KS
20,191,Kansas,Sumner County,2012,23632,KS
20,193,Kansas,Thomas County,2012,7942,KS
20,195,Kansas,Trego County,2012,2939,KS
20,197,Kansas,Wabaunsee County,2012,6993,KS
20,199,Kansas,Wallace County,2012,1523,KS
20,201,Kansas,Washington County,2012,5727,KS
20,203,Kansas,Wichita County,2012,2228,KS
20,205,Kansas,Wilson County,2012,9121,KS
20,207,Kansas,Woodson County,2012,3274,KS
20,209,Kansas,Wyandotte County,2012,159424,KS
21,1,Kentucky,Adair County,2012,18939,KY
21,3,Kentucky,Allen County,2012,20220,KY
21,5,Kentucky,Anderson County,2012,21702,KY
21,7,Kentucky,Ballard County,2012,8274,KY
21,9,Kentucky,Barren County,2012,42610,KY
21,11,Kentucky,Bath County,2012,11783,KY
21,13,Kentucky,Bell County,2012,28288,KY
21,15,Kentucky,Boone County,2012,123456,KY
21,17,Kentucky,Bourbon County,2012,20050,KY
21,19,Kentucky,Boyd County,2012,49238,KY
21,21,Kentucky,Boyle County,2012,29026,KY
21,23,Kentucky,Bracken County,2012,8464,KY
21,25,Kentucky,Breathitt County,2012,13608,KY
21,27,Kentucky,Breckinridge County,2012,20079,KY
21,29,Kentucky,Bullitt County,2012,75906,KY
21,31,Kentucky,Butler County,2012,12745,KY
21,33,Kentucky,Caldwell County,2012,12988,KY
21,35,Kentucky,Calloway County,2012,38065,KY
21,37,Kentucky,Campbell County,2012,91659,KY
21,39,Kentucky,Carlisle County,2012,5028,KY
21,41,Kentucky,Carroll County,2012,10877,KY
21,43,Kentucky,Carter County,2012,27633,KY
21,45,Kentucky,Casey County,2012,16029,KY
21,47,Kentucky,Christian County,2012,74975,KY
21,49,Kentucky,Clark County,2012,35694,KY
21,51,Kentucky,Clay County,2012,21530,KY
21,53,Kentucky,Clinton County,2012,10282,KY
21,55,Kentucky,Crittenden County,2012,9222,KY
21,57,Kentucky,Cumberland County,2012,6849,KY
21,59,Kentucky,Daviess County,2012,97871,KY
21,61,Kentucky,Edmonson County,2012,12106,KY
21,63,Kentucky,Elliott County,2012,7633,KY
21,65,Kentucky,Estill County,2012,14512,KY
21,67,Kentucky,Fayette County,2012,306062,KY
21,69,Kentucky,Fleming County,2012,14527,KY
21,71,Kentucky,Floyd County,2012,39142,KY
21,73,Kentucky,Franklin County,2012,49455,KY
21,75,Kentucky,Fulton County,2012,6557,KY
21,77,Kentucky,Gallatin County,2012,8551,KY
21,79,Kentucky,Garrard County,2012,17008,KY
21,81,Kentucky,Grant County,2012,24522,KY
21,83,Kentucky,Graves County,2012,37566,KY
21,85,Kentucky,Grayson County,2012,25797,KY
21,87,Kentucky,Green County,2012,11304,KY
21,89,Kentucky,Greenup County,2012,36698,KY
21,91,Kentucky,Hancock County,2012,8645,KY
21,93,Kentucky,Hardin County,2012,108280,KY
21,95,Kentucky,Harlan County,2012,28686,KY
21,97,Kentucky,Harrison County,2012,18612,KY
21,99,Kentucky,Hart County,2012,18399,KY
21,101,Kentucky,Henderson County,2012,46436,KY
21,103,Kentucky,Henry County,2012,15335,KY
21,105,Kentucky,Hickman County,2012,4747,KY
21,107,Kentucky,Hopkins County,2012,46618,KY
21,109,Kentucky,Jackson County,2012,13303,KY
21,111,Kentucky,Jefferson County,2012,751802,KY
21,113,Kentucky,Jessamine County,2012,49469,KY
21,115,Kentucky,Johnson County,2012,23419,KY
21,117,Kentucky,Kenton County,2012,161774,KY
21,119,Kentucky,Knott County,2012,16122,KY
21,121,Kentucky,Knox County,2012,31493,KY
21,123,Kentucky,Larue County,2012,14057,KY
21,125,Kentucky,Laurel County,2012,59542,KY
21,127,Kentucky,Lawrence County,2012,15881,KY
21,129,Kentucky,Lee County,2012,7582,KY
21,131,Kentucky,Leslie County,2012,11147,KY
21,133,Kentucky,Letcher County,2012,24009,KY
21,135,Kentucky,Lewis County,2012,13840,KY
21,137,Kentucky,Lincoln County,2012,24412,KY
21,139,Kentucky,Livingston County,2012,9438,KY
21,141,Kentucky,Logan County,2012,26731,KY
21,143,Kentucky,Lyon County,2012,8446,KY
21,145,Kentucky,McCracken County,2012,65609,KY
21,147,Kentucky,McCreary County,2012,18062,KY
21,149,Kentucky,McLean County,2012,9478,KY
21,151,Kentucky,Madison County,2012,85418,KY
21,153,Kentucky,Magoffin County,2012,13066,KY
21,155,Kentucky,Marion County,2012,19929,KY
21,157,Kentucky,Marshall County,2012,31264,KY
21,159,Kentucky,Martin County,2012,12734,KY
21,161,Kentucky,Mason County,2012,17463,KY
21,163,Kentucky,Meade County,2012,29257,KY
21,165,Kentucky,Menifee County,2012,6337,KY
21,167,Kentucky,Mercer County,2012,21333,KY
21,169,Kentucky,Metcalfe County,2012,9973,KY
21,171,Kentucky,Monroe County,2012,10845,KY
21,173,Kentucky,Montgomery County,2012,26870,KY
21,175,Kentucky,Morgan County,2012,13538,KY
21,177,Kentucky,Muhlenberg County,2012,31387,KY
21,179,Kentucky,Nelson County,2012,44401,KY
21,181,Kentucky,Nicholas County,2012,7022,KY
21,183,Kentucky,Ohio County,2012,24029,KY
21,185,Kentucky,Oldham County,2012,62119,KY
21,187,Kentucky,Owen County,2012,10762,KY
21,189,Kentucky,Owsley County,2012,4685,KY
21,191,Kentucky,Pendleton County,2012,14555,KY
21,193,Kentucky,Perry County,2012,28296,KY
21,195,Kentucky,Pike County,2012,64605,KY
21,197,Kentucky,Powell County,2012,12470,KY
21,199,Kentucky,Pulaski County,2012,63528,KY
21,201,Kentucky,Robertson County,2012,2218,KY
21,203,Kentucky,Rockcastle County,2012,17063,KY
21,205,Kentucky,Rowan County,2012,23808,KY
21,207,Kentucky,Russell County,2012,17648,KY
21,209,Kentucky,Scott County,2012,48976,KY
21,211,Kentucky,Shelby County,2012,43704,KY
21,213,Kentucky,Simpson County,2012,17552,KY
21,215,Kentucky,Spencer County,2012,17486,KY
21,217,Kentucky,Taylor County,2012,25035,KY
21,219,Kentucky,Todd County,2012,12617,KY
21,221,Kentucky,Trigg County,2012,14412,KY
21,223,Kentucky,Trimble County,2012,8843,KY
21,225,Kentucky,Union County,2012,15092,KY
21,227,Kentucky,Warren County,2012,117436,KY
21,229,Kentucky,Washington County,2012,11813,KY
21,231,Kentucky,Wayne County,2012,20816,KY
21,233,Kentucky,Webster County,2012,13461,KY
21,235,Kentucky,Whitley County,2012,35784,KY
21,237,Kentucky,Wolfe County,2012,7197,KY
21,239,Kentucky,Woodford County,2012,25114,KY
22,1,Louisiana,Acadia Parish,2012,62007,LA
22,3,Louisiana,Allen Parish,2012,25619,LA
22,5,Louisiana,Ascension Parish,2012,112238,LA
22,7,Louisiana,Assumption Parish,2012,23071,LA
22,9,Louisiana,Avoyelles Parish,2012,41584,LA
22,11,Louisiana,Beauregard Parish,2012,36346,LA
22,13,Louisiana,Bienville Parish,2012,14195,LA
22,15,Louisiana,Bossier Parish,2012,123177,LA
22,17,Louisiana,Caddo Parish,2012,257367,LA
22,19,Louisiana,Calcasieu Parish,2012,194516,LA
22,21,Louisiana,Caldwell Parish,2012,10040,LA
22,23,Louisiana,Cameron Parish,2012,6630,LA
22,25,Louisiana,Catahoula Parish,2012,10243,LA
22,27,Louisiana,Claiborne Parish,2012,16869,LA
22,29,Louisiana,Concordia Parish,2012,20502,LA
22,31,Louisiana,De Soto Parish,2012,27028,LA
22,33,Louisiana,East Baton Rouge Parish,2012,443075,LA
22,35,Louisiana,East Carroll Parish,2012,7578,LA
22,37,Louisiana,East Feliciana Parish,2012,19852,LA
22,39,Louisiana,Evangeline Parish,2012,33745,LA
22,41,Louisiana,Franklin Parish,2012,20580,LA
22,43,Louisiana,Grant Parish,2012,22402,LA
22,45,Louisiana,Iberia Parish,2012,73446,LA
22,47,Louisiana,Iberville Parish,2012,33332,LA
22,49,Louisiana,Jackson Parish,2012,16280,LA
22,51,Louisiana,Jefferson Parish,2012,434049,LA
22,53,Louisiana,Jefferson Davis Parish,2012,31452,LA
22,55,Louisiana,Lafayette Parish,2012,227554,LA
22,57,Louisiana,Lafourche Parish,2012,97131,LA
22,59,Louisiana,La Salle Parish,2012,,LA
22,61,Louisiana,Lincoln Parish,2012,47039,LA
22,63,Louisiana,Livingston Parish,2012,131521,LA
22,65,Louisiana,Madison Parish,2012,12215,LA
22,67,Louisiana,Morehouse Parish,2012,27378,LA
22,69,Louisiana,Natchitoches Parish,2012,39341,LA
22,71,Louisiana,Orleans Parish,2012,369947,LA
22,73,Louisiana,Ouachita Parish,2012,155265,LA
22,75,Louisiana,Plaquemines Parish,2012,23836,LA
22,77,Louisiana,Pointe Coupee Parish,2012,22676,LA
22,79,Louisiana,Rapides Parish,2012,132022,LA
22,81,Louisiana,Red River Parish,2012,9071,LA
22,83,Louisiana,Richland Parish,2012,20917,LA
22,85,Louisiana,Sabine Parish,2012,24328,LA
22,87,Louisiana,St. Bernard Parish,2012,41495,LA
22,89,Louisiana,St. Charles Parish,2012,52429,LA
22,91,Louisiana,St. Helena Parish,2012,10988,LA
22,93,Louisiana,St. James Parish,2012,21638,LA
22,95,Louisiana,St. John the Baptist Parish,2012,44716,LA
22,97,Louisiana,St. Landry Parish,2012,83487,LA
22,99,Louisiana,St. Martin Parish,2012,52664,LA
22,101,Louisiana,St. Mary Parish,2012,53583,LA
22,103,Louisiana,St. Tammany Parish,2012,239154,LA
22,105,Louisiana,Tangipahoa Parish,2012,123656,LA
22,107,Louisiana,Tensas Parish,2012,4998,LA
22,109,Louisiana,Terrebonne Parish,2012,111762,LA
22,111,Louisiana,Union Parish,2012,22528,LA
22,113,Louisiana,Vermilion Parish,2012,58637,LA
22,115,Louisiana,Vernon Parish,2012,54173,LA
22,117,Louisiana,Washington Parish,2012,46675,LA
22,119,Louisiana,Webster Parish,2012,40914,LA
22,121,Louisiana,West Baton Rouge Parish,2012,24170,LA
22,123,Louisiana,West Carroll Parish,2012,11500,LA
22,125,Louisiana,West Feliciana Parish,2012,15471,LA
22,127,Louisiana,Winn Parish,2012,15105,LA
23,1,Maine,Androscoggin County,2012,107517,ME
23,3,Maine,Aroostook County,2012,70786,ME
23,5,Maine,Cumberland County,2012,283742,ME
23,7,Maine,Franklin County,2012,30648,ME
23,9,Maine,Hancock County,2012,54494,ME
23,11,Maine,Kennebec County,2012,121610,ME
23,13,Maine,Knox County,2012,39613,ME
23,15,Maine,Lincoln County,2012,34155,ME
23,17,Maine,Oxford County,2012,57486,ME
23,19,Maine,Penobscot County,2012,153392,ME
23,21,Maine,Piscataquis County,2012,17269,ME
23,23,Maine,Sagadahoc County,2012,35124,ME
23,25,Maine,Somerset County,2012,51821,ME
23,27,Maine,Waldo County,2012,38934,ME
23,29,Maine,Washington County,2012,32553,ME
23,31,Maine,York County,2012,198950,ME
24,1,Maryland,Allegany County,2012,73966,MD
24,3,Maryland,Anne Arundel County,2012,550476,MD
24,5,Maryland,Baltimore County,2012,818218,MD
24,9,Maryland,Calvert County,2012,89746,MD
24,11,Maryland,Caroline County,2012,32636,MD
24,13,Maryland,Carroll County,2012,167085,MD
24,15,Maryland,Cecil County,2012,101780,MD
24,17,Maryland,Charles County,2012,150700,MD
24,19,Maryland,Dorchester County,2012,32483,MD
24,21,Maryland,Frederick County,2012,239705,MD
24,23,Maryland,Garrett County,2012,29976,MD
24,25,Maryland,Harford County,2012,248609,MD
24,27,Maryland,Howard County,2012,299223,MD
24,29,Maryland,Kent County,2012,19987,MD
24,31,Maryland,Montgomery County,2012,1005310,MD
24,33,Maryland,Prince George's County,2012,882787,MD
24,35,Maryland,Queen Anne's County,2012,48506,MD
24,37,Maryland,St. Mary's County,2012,108847,MD
24,39,Maryland,Somerset County,2012,26044,MD
24,41,Maryland,Talbot County,2012,37995,MD
24,43,Maryland,Washington County,2012,149090,MD
24,45,Maryland,Wicomico County,2012,100593,MD
24,47,Maryland,Worcester County,2012,51578,MD
24,510,Maryland,Baltimore city,2012,623035,MD
25,1,Massachusetts,Barnstable County,2012,214854,MA
25,3,Massachusetts,Berkshire County,2012,130321,MA
25,5,Massachusetts,Bristol County,2012,551204,MA
25,7,Massachusetts,Dukes County,2012,16838,MA
25,9,Massachusetts,Essex County,2012,757409,MA
25,11,Massachusetts,Franklin County,2012,71714,MA
25,13,Massachusetts,Hampden County,2012,467009,MA
25,15,Massachusetts,Hampshire County,2012,160497,MA
25,17,Massachusetts,Middlesex County,2012,1543163,MA
25,19,Massachusetts,Nantucket County,2012,10313,MA
25,21,Massachusetts,Norfolk County,2012,682984,MA
25,23,Massachusetts,Plymouth County,2012,499545,MA
25,25,Massachusetts,Suffolk County,2012,751371,MA
25,27,Massachusetts,Worcester County,2012,807047,MA
26,1,Michigan,Alcona County,2012,10571,MI
26,3,Michigan,Alger County,2012,9456,MI
26,5,Michigan,Allegan County,2012,111506,MI
26,7,Michigan,Alpena County,2012,29168,MI
26,9,Michigan,Antrim County,2012,23251,MI
26,11,Michigan,Arenac County,2012,15500,MI
26,13,Michigan,Baraga County,2012,8725,MI
26,15,Michigan,Barry County,2012,59025,MI
26,17,Michigan,Bay County,2012,106980,MI
26,19,Michigan,Benzie County,2012,17319,MI
26,21,Michigan,Berrien County,2012,156669,MI
26,23,Michigan,Branch County,2012,43790,MI
26,25,Michigan,Calhoun County,2012,134755,MI
26,27,Michigan,Cass County,2012,51815,MI
26,29,Michigan,Charlevoix County,2012,26193,MI
26,31,Michigan,Cheboygan County,2012,25745,MI
26,33,Michigan,Chippewa County,2012,39006,MI
26,35,Michigan,Clare County,2012,30796,MI
26,37,Michigan,Clinton County,2012,76171,MI
26,39,Michigan,Crawford County,2012,13952,MI
26,41,Michigan,Delta County,2012,36840,MI
26,43,Michigan,Dickinson County,2012,26176,MI
26,45,Michigan,Eaton County,2012,108013,MI
26,47,Michigan,Emmet County,2012,32813,MI
26,49,Michigan,Genesee County,2012,418243,MI
26,51,Michigan,Gladwin County,2012,25543,MI
26,53,Michigan,Gogebic County,2012,16037,MI
26,55,Michigan,Grand Traverse County,2012,89238,MI
26,57,Michigan,Gratiot County,2012,41975,MI
26,59,Michigan,Hillsdale County,2012,46270,MI
26,61,Michigan,Houghton County,2012,36752,MI
26,63,Michigan,Huron County,2012,32449,MI
26,65,Michigan,Ingham County,2012,283592,MI
26,67,Michigan,Ionia County,2012,63890,MI
26,69,Michigan,Iosco County,2012,25455,MI
26,71,Michigan,Iron County,2012,11569,MI
26,73,Michigan,Isabella County,2012,70679,MI
26,75,Michigan,Jackson County,2012,159988,MI
26,77,Michigan,Kalamazoo County,2012,255413,MI
26,79,Michigan,Kalkaska County,2012,17104,MI
26,81,Michigan,Kent County,2012,615871,MI
26,83,Michigan,Keweenaw County,2012,2169,MI
26,85,Michigan,Lake County,2012,11462,MI
26,87,Michigan,Lapeer County,2012,88200,MI
26,89,Michigan,Leelanau County,2012,21380,MI
26,91,Michigan,Lenawee County,2012,99041,MI
26,93,Michigan,Livingston County,2012,182805,MI
26,95,Michigan,Luce County,2012,6479,MI
26,97,Michigan,Mackinac County,2012,11066,MI
26,99,Michigan,Macomb County,2012,849761,MI
26,101,Michigan,Manistee County,2012,24675,MI
26,103,Michigan,Marquette County,2012,67840,MI
26,105,Michigan,Mason County,2012,28667,MI
26,107,Michigan,Mecosta County,2012,43502,MI
26,109,Michigan,Menominee County,2012,23736,MI
26,111,Michigan,Midland County,2012,83743,MI
26,113,Michigan,Missaukee County,2012,15009,MI
26,115,Michigan,Monroe County,2012,150835,MI
26,117,Michigan,Montcalm County,2012,63100,MI
26,119,Michigan,Montmorency County,2012,9515,MI
26,121,Michigan,Muskegon County,2012,170191,MI
26,123,Michigan,Newaygo County,2012,47886,MI
26,125,Michigan,Oakland County,2012,1223723,MI
26,127,Michigan,Oceana County,2012,26302,MI
26,129,Michigan,Ogemaw County,2012,21356,MI
26,131,Michigan,Ontonagon County,2012,6414,MI
26,133,Michigan,Osceola County,2012,23327,MI
26,135,Michigan,Oscoda County,2012,8574,MI
26,137,Michigan,Otsego County,2012,24043,MI
26,139,Michigan,Ottawa County,2012,270868,MI
26,141,Michigan,Presque Isle County,2012,13084,MI
26,143,Michigan,Roscommon County,2012,24184,MI
26,145,Michigan,Saginaw County,2012,198409,MI
26,147,Michigan,St. Clair County,2012,160637,MI
26,149,Michigan,St. Joseph County,2012,60987,MI
26,151,Michigan,Sanilac County,2012,42306,MI
26,153,Michigan,Schoolcraft County,2012,8348,MI
26,155,Michigan,Shiawassee County,2012,69345,MI
26,157,Michigan,Tuscola County,2012,54705,MI
26,159,Michigan,Van Buren County,2012,75312,MI
26,161,Michigan,Washtenaw County,2012,352685,MI
26,163,Michigan,Wayne County,2012,1795797,MI
26,165,Michigan,Wexford County,2012,32518,MI
27,1,Minnesota,Aitkin County,2012,16038,MN
27,3,Minnesota,Anoka County,2012,336119,MN
27,5,Minnesota,Becker County,2012,32995,MN
27,7,Minnesota,Beltrami County,2012,45160,MN
27,9,Minnesota,Benton County,2012,38678,MN
27,11,Minnesota,Big Stone County,2012,5134,MN
27,13,Minnesota,Blue Earth County,2012,64979,MN
27,15,Minnesota,Brown County,2012,25413,MN
27,17,Minnesota,Carlton County,2012,35264,MN
27,19,Minnesota,Carver County,2012,93804,MN
27,21,Minnesota,Cass County,2012,28412,MN
27,23,Minnesota,Chippewa County,2012,12112,MN
27,25,Minnesota,Chisago County,2012,53468,MN
27,27,Minnesota,Clay County,2012,60229,MN
27,29,Minnesota,Clearwater County,2012,8679,MN
27,31,Minnesota,Cook County,2012,5181,MN
27,33,Minnesota,Cottonwood County,2012,11578,MN
27,35,Minnesota,Crow Wing County,2012,62813,MN
27,37,Minnesota,Dakota County,2012,404669,MN
27,39,Minnesota,Dodge County,2012,20273,MN
27,41,Minnesota,Douglas County,2012,36297,MN
27,43,Minnesota,Faribault County,2012,14174,MN
27,45,Minnesota,Fillmore County,2012,20833,MN
27,47,Minnesota,Freeborn County,2012,31026,MN
27,49,Minnesota,Goodhue County,2012,46167,MN
27,51,Minnesota,Grant County,2012,5925,MN
27,53,Minnesota,Hennepin County,2012,1184545,MN
27,55,Minnesota,Houston County,2012,18766,MN
27,57,Minnesota,Hubbard County,2012,20453,MN
27,59,Minnesota,Isanti County,2012,38150,MN
27,61,Minnesota,Itasca County,2012,45150,MN
27,63,Minnesota,Jackson County,2012,10311,MN
27,65,Minnesota,Kanabec County,2012,15977,MN
27,67,Minnesota,Kandiyohi County,2012,42380,MN
27,69,Minnesota,Kittson County,2012,4497,MN
27,71,Minnesota,Koochiching County,2012,13166,MN
27,73,Minnesota,Lac qui Parle County,2012,7123,MN
27,75,Minnesota,Lake County,2012,10792,MN
27,77,Minnesota,Lake of the Woods County,2012,3947,MN
27,79,Minnesota,Le Sueur County,2012,27666,MN
27,81,Minnesota,Lincoln County,2012,5755,MN
27,83,Minnesota,Lyon County,2012,25639,MN
27,85,Minnesota,McLeod County,2012,35933,MN
27,87,Minnesota,Mahnomen County,2012,5503,MN
27,89,Minnesota,Marshall County,2012,9471,MN
27,91,Minnesota,Martin County,2012,20461,MN
27,93,Minnesota,Meeker County,2012,23041,MN
27,95,Minnesota,Mille Lacs County,2012,25629,MN
27,97,Minnesota,Morrison County,2012,33101,MN
27,99,Minnesota,Mower County,2012,39397,MN
27,101,Minnesota,Murray County,2012,8573,MN
27,103,Minnesota,Nicollet County,2012,33030,MN
27,105,Minnesota,Nobles County,2012,21736,MN
27,107,Minnesota,Norman County,2012,6602,MN
27,109,Minnesota,Olmsted County,2012,146944,MN
27,111,Minnesota,Otter Tail County,2012,57227,MN
27,113,Minnesota,Pennington County,2012,14130,MN
27,115,Minnesota,Pine County,2012,29197,MN
27,117,Minnesota,Pipestone County,2012,9398,MN
27,119,Minnesota,Polk County,2012,31524,MN
27,121,Minnesota,Pope County,2012,10886,MN
27,123,Minnesota,Ramsey County,2012,521091,MN
27,125,Minnesota,Red Lake County,2012,4058,MN
27,127,Minnesota,Redwood County,2012,15820,MN
27,129,Minnesota,Renville County,2012,15283,MN
27,131,Minnesota,Rice County,2012,64438,MN
27,133,Minnesota,Rock County,2012,9483,MN
27,135,Minnesota,Roseau County,2012,15512,MN
27,137,Minnesota,St. Louis County,2012,200397,MN
27,139,Minnesota,Scott County,2012,135140,MN
27,141,Minnesota,Sherburne County,2012,89474,MN
27,143,Minnesota,Sibley County,2012,15082,MN
27,145,Minnesota,Stearns County,2012,151919,MN
27,147,Minnesota,Steele County,2012,36324,MN
27,149,Minnesota,Stevens County,2012,9734,MN
27,151,Minnesota,Swift County,2012,9637,MN
27,153,Minnesota,Todd County,2012,24641,MN
27,155,Minnesota,Traverse County,2012,3405,MN
27,157,Minnesota,Wabasha County,2012,21542,MN
27,159,Minnesota,Wadena County,2012,13606,MN
27,161,Minnesota,Waseca County,2012,19177,MN
27,163,Minnesota,Washington County,2012,243720,MN
27,165,Minnesota,Watonwan County,2012,11114,MN
27,167,Minnesota,Wilkin County,2012,6594,MN
27,169,Minnesota,Winona County,2012,51353,MN
27,171,Minnesota,Wright County,2012,127273,MN
27,173,Minnesota,Yellow Medicine County,2012,10163,MN
28,1,Mississippi,Adams County,2012,32208,MS
28,3,Mississippi,Alcorn County,2012,37224,MS
28,5,Mississippi,Amite County,2012,12937,MS
28,7,Mississippi,Attala County,2012,19148,MS
28,9,Mississippi,Benton County,2012,8651,MS
28,11,Mississippi,Bolivar County,2012,34002,MS
28,13,Mississippi,Calhoun County,2012,14828,MS
28,15,Mississippi,Carroll County,2012,10403,MS
28,17,Mississippi,Chickasaw County,2012,17497,MS
28,19,Mississippi,Choctaw County,2012,8427,MS
28,21,Mississippi,Claiborne County,2012,9352,MS
28,23,Mississippi,Clarke County,2012,16526,MS
28,25,Mississippi,Clay County,2012,20406,MS
28,27,Mississippi,Coahoma County,2012,25628,MS
28,29,Mississippi,Copiah County,2012,29047,MS
28,31,Mississippi,Covington County,2012,19447,MS
28,33,Mississippi,DeSoto County,2012,166521,MS
28,35,Mississippi,Forrest County,2012,76433,MS
28,37,Mississippi,Franklin County,2012,7898,MS
28,39,Mississippi,George County,2012,22918,MS
28,41,Mississippi,Greene County,2012,14331,MS
28,43,Mississippi,Grenada County,2012,21622,MS
28,45,Mississippi,Hancock County,2012,45296,MS
28,47,Mississippi,Harrison County,2012,193633,MS
28,49,Mississippi,Hinds County,2012,248036,MS
28,51,Mississippi,Holmes County,2012,18921,MS
28,53,Mississippi,Humphreys County,2012,9213,MS
28,55,Mississippi,Issaquena County,2012,1395,MS
28,57,Mississippi,Itawamba County,2012,23301,MS
28,59,Mississippi,Jackson County,2012,140000,MS
28,61,Mississippi,Jasper County,2012,16558,MS
28,63,Mississippi,Jefferson County,2012,7683,MS
28,65,Mississippi,Jefferson Davis County,2012,12065,MS
28,67,Mississippi,Jones County,2012,68442,MS
28,69,Mississippi,Kemper County,2012,10392,MS
28,71,Mississippi,Lafayette County,2012,50266,MS
28,73,Mississippi,Lamar County,2012,58167,MS
28,75,Mississippi,Lauderdale County,2012,80280,MS
28,77,Mississippi,Lawrence County,2012,12690,MS
28,79,Mississippi,Leake County,2012,23189,MS
28,81,Mississippi,Lee County,2012,84802,MS
28,83,Mississippi,Leflore County,2012,30806,MS
28,85,Mississippi,Lincoln County,2012,34848,MS
28,87,Mississippi,Lowndes County,2012,59619,MS
28,89,Mississippi,Madison County,2012,98092,MS
28,91,Mississippi,Marion County,2012,26333,MS
28,93,Mississippi,Marshall County,2012,36567,MS
28,95,Mississippi,Monroe County,2012,36410,MS
28,97,Mississippi,Montgomery County,2012,10600,MS
28,99,Mississippi,Neshoba County,2012,29747,MS
28,101,Mississippi,Newton County,2012,21499,MS
28,103,Mississippi,Noxubee County,2012,11155,MS
28,105,Mississippi,Oktibbeha County,2012,48853,MS
28,107,Mississippi,Panola County,2012,34427,MS
28,109,Mississippi,Pearl River County,2012,55003,MS
28,111,Mississippi,Perry County,2012,12003,MS
28,113,Mississippi,Pike County,2012,40091,MS
28,115,Mississippi,Pontotoc County,2012,30306,MS
28,117,Mississippi,Prentiss County,2012,25366,MS
28,119,Mississippi,Quitman County,2012,7796,MS
28,121,Mississippi,Rankin County,2012,145833,MS
28,123,Mississippi,Scott County,2012,28360,MS
28,125,Mississippi,Sharkey County,2012,4788,MS
28,127,Mississippi,Simpson County,2012,27426,MS
28,129,Mississippi,Smith County,2012,16334,MS
28,131,Mississippi,Stone County,2012,18051,MS
28,133,Mississippi,Sunflower County,2012,28415,MS
28,135,Mississippi,Tallahatchie County,2012,15045,MS
28,137,Mississippi,Tate County,2012,28519,MS
28,139,Mississippi,Tippah County,2012,21914,MS
28,141,Mississippi,Tishomingo County,2012,19617,MS
28,143,Mississippi,Tunica County,2012,10438,MS
28,145,Mississippi,Union County,2012,27339,MS
28,147,Mississippi,Walthall County,2012,15069,MS
28,149,Mississippi,Warren County,2012,48226,MS
28,151,Mississippi,Washington County,2012,50035,MS
28,153,Mississippi,Wayne County,2012,20628,MS
28,155,Mississippi,Webster County,2012,10090,MS
28,157,Mississippi,Wilkinson County,2012,9460,MS
28,159,Mississippi,Winston County,2012,18981,MS
28,161,Mississippi,Yalobusha County,2012,12391,MS
28,163,Mississippi,Yazoo County,2012,28336,MS
29,1,Missouri,Adair County,2012,25696,MO
29,3,Missouri,Andrew County,2012,17311,MO
29,5,Missouri,Atchison County,2012,5512,MO
29,7,Missouri,Audrain County,2012,25539,MO
29,9,Missouri,Barry County,2012,35334,MO
29,11,Missouri,Barton County,2012,12299,MO
29,13,Missouri,Bates County,2012,16615,MO
29,15,Missouri,Benton County,2012,19006,MO
29,17,Missouri,Bollinger County,2012,12447,MO
29,19,Missouri,Boone County,2012,168868,MO
29,21,Missouri,Buchanan County,2012,89962,MO
29,23,Missouri,Butler County,2012,43001,MO
29,25,Missouri,Caldwell County,2012,9085,MO
29,27,Missouri,Callaway County,2012,44413,MO
29,29,Missouri,Camden County,2012,44232,MO
29,31,Missouri,Cape Girardeau County,2012,77076,MO
