Year,State_Code,County_Name,Deaths,Population,Median_Income_2010,Income_Error_Margin,_merge,Death_per_cap,imputed_death_per_cap
2003,GA,Rockdale County,11.0,74656.0,55779.0,2299.0,both,0.00014734247749678526,0.00014734247749678526
2003,HI,Hawaii County,11.0,156340.0,54996.0,1555.0,both,7.035947294358449e-05,7.035947294358449e-05
2003,HI,Honolulu County,62.0,888026.0,70093.0,725.0,both,6.981777560566921e-05,6.981777560566921e-05
2003,IA,Polk County,13.0,390092.0,56094.0,866.0,both,3.332547193995263e-05,3.332547193995263e-05
2003,ID,Ada County,17.0,326207.0,55835.0,830.0,both,5.2114148378177044e-05,5.2114148378177044e-05
2003,IL,Cook County,454.0,5330484.0,53942.0,289.0,both,8.517050234087562e-05,8.517050234087562e-05
2003,IL,DuPage County,48.0,920457.0,76581.0,792.0,both,5.214800908679058e-05,5.214800908679058e-05
2003,IL,Lake County,37.0,676086.0,78948.0,796.0,both,5.4726765529829046e-05,5.4726765529829046e-05
2003,IL,Madison County,13.0,263023.0,51941.0,830.0,both,4.942533542693985e-05,4.942533542693985e-05
2003,IL,McHenry County,13.0,286909.0,76482.0,1169.0,both,4.5310534002070344e-05,4.5310534002070344e-05
2003,IL,McLean County,10.0,157257.0,57642.0,1286.0,both,6.359017404630636e-05,6.359017404630636e-05
2003,IL,Will County,26.0,580392.0,75906.0,811.0,both,4.479730940467822e-05,4.479730940467822e-05
2003,IL,Winnebago County,25.0,285120.0,47198.0,875.0,both,8.768237934904601e-05,8.768237934904601e-05
2003,IN,Clark County,20.0,99191.0,47368.0,1362.0,both,0.0002016311963787037,0.0002016311963787037
2003,IN,Delaware County,18.0,119020.0,38066.0,956.0,both,0.0001512350865400773,0.0001512350865400773
2003,IN,Lake County,29.0,484460.0,48723.0,924.0,both,5.9860463196135906e-05,5.9860463196135906e-05
2003,IN,Madison County,21.0,131616.0,43256.0,963.0,both,0.00015955506929248725,0.00015955506929248725
2003,IN,Marion County,74.0,865923.0,43541.0,415.0,both,8.54579448750062e-05,8.54579448750062e-05
2003,IN,Vanderburgh County,15.0,172850.0,42396.0,925.0,both,8.678044547295343e-05,8.678044547295343e-05
2003,KS,Johnson County,28.0,486338.0,73733.0,828.0,both,5.75731281536709e-05,5.75731281536709e-05
2003,KS,Sedgwick County,46.0,460981.0,47848.0,717.0,both,9.978719296456905e-05,9.978719296456905e-05
2003,KY,Bell County,15.0,29579.0,24724.0,2228.0,both,0.0005071165353798303,0.0005071165353798303
2003,KY,Boone County,11.0,96717.0,66549.0,1545.0,both,0.00011373388339175119,0.00011373388339175119
2003,KY,Campbell County,13.0,87774.0,51482.0,1716.0,both,0.00014810764007564884,0.00014810764007564884
2003,KY,Fayette County,30.0,271441.0,47469.0,1167.0,both,0.00011052125507937268,0.00011052125507937268
2003,KY,Floyd County,11.0,42077.0,27907.0,1882.0,both,0.00026142548185469495,0.00026142548185469495
2003,KY,Harlan County,13.0,31807.0,26582.0,1897.0,both,0.00040871506272204233,0.00040871506272204233
2003,KY,Jefferson County,88.0,698411.0,45352.0,685.0,both,0.00012600030640983603,0.00012600030640983603
2003,KY,Kenton County,31.0,152382.0,53213.0,1482.0,both,0.00020343610137680304,0.00020343610137680304
2003,KY,Madison County,12.0,75204.0,41894.0,1633.0,both,0.00015956598053295037,0.00015956598053295037
2003,KY,Perry County,12.0,29327.0,29547.0,4454.0,both,0.0004091792546117912,0.0004091792546117912
2003,KY,Pike County,19.0,66831.0,32563.0,1444.0,both,0.0002842992024659215,0.0002842992024659215
2003,KY,Warren County,10.0,96487.0,43954.0,1671.0,both,0.00010364090499238239,0.00010364090499238239
2003,KY,Whitley County,11.0,36975.0,28122.0,2448.0,both,0.0002974983096686951,0.0002974983096686951
2003,LA,Acadia Parish,11.0,58740.0,37261.0,2127.0,both,0.00018726591760299626,0.00018726591760299626
2003,LA,Ascension Parish,11.0,83760.0,63716.0,2889.0,both,0.00013132760267430755,0.00013132760267430755
2003,LA,Bossier Parish,16.0,101803.0,51020.0,1496.0,both,0.00015716629175957487,0.00015716629175957487
2003,LA,Caddo Parish,22.0,249387.0,37181.0,848.0,both,8.821630638325173e-05,8.821630638325173e-05
2003,LA,Calcasieu Parish,25.0,183589.0,43758.0,1562.0,both,0.00013617373589920964,0.00013617373589920964
2003,LA,East Baton Rouge Parish,22.0,411473.0,46179.0,857.0,both,5.346644858836424e-05,5.346644858836424e-05
2003,LA,Jefferson Parish,86.0,451533.0,48175.0,742.0,both,0.00019046226964585092,0.00019046226964585092
2003,LA,Lafayette Parish,24.0,193915.0,47559.0,1314.0,both,0.000123765567387773,0.000123765567387773
2003,LA,Livingston Parish,23.0,101066.0,54708.0,1820.0,both,0.00022757406051491103,0.00022757406051491103
2003,LA,Orleans Parish,65.0,467761.0,37468.0,1104.0,both,0.0001389598534294223,0.0001389598534294223
2003,LA,St. Bernard Parish,29.0,65727.0,39200.0,2982.0,both,0.000441218981544875,0.000441218981544875
2003,LA,St. Landry Parish,10.0,87935.0,31813.0,1338.0,both,0.00011372036163074999,0.00011372036163074999
2003,LA,St. Tammany Parish,40.0,205883.0,60866.0,1130.0,both,0.00019428510367538844,0.00019428510367538844
2003,LA,Terrebonne Parish,19.0,105172.0,48437.0,1324.0,both,0.00018065644848438747,0.00018065644848438747
2003,MA,Barnstable County,21.0,228038.0,60317.0,1168.0,both,9.208991483875494e-05,9.208991483875494e-05
2003,MA,Bristol County,110.0,545819.0,54955.0,849.0,both,0.00020153200969552176,0.00020153200969552176
2003,MA,Essex County,99.0,732303.0,64153.0,773.0,both,0.000135189941868325,0.000135189941868325
2003,MA,Hampden County,50.0,463442.0,47724.0,852.0,both,0.00010788836575019097,0.00010788836575019097
2003,MA,Hampshire County,10.0,153845.0,59505.0,1652.0,both,6.500048750365628e-05,6.500048750365628e-05
2003,MA,Middlesex County,161.0,1470427.0,77377.0,719.0,both,0.00010949200470339567,0.00010949200470339567
2003,MA,Norfolk County,41.0,652781.0,81027.0,1039.0,both,6.280820060632892e-05,6.280820060632892e-05
2003,MA,Plymouth County,48.0,485444.0,73131.0,895.0,both,9.88785524179926e-05,9.88785524179926e-05
2003,MA,Suffolk County,129.0,711144.0,50597.0,809.0,both,0.00018139786034895885,0.00018139786034895885
2003,MA,Worcester County,92.0,778060.0,64152.0,768.0,both,0.0001182428090378634,0.0001182428090378634
2003,MD,Allegany County,15.0,73314.0,37747.0,1758.0,both,0.00020459939438579263,0.00020459939438579263
2003,MD,Anne Arundel County,41.0,505443.0,83456.0,1161.0,both,8.1116960765111e-05,8.1116960765111e-05
2003,MD,Baltimore County,157.0,774254.0,63959.0,699.0,both,0.00020277583325368676,0.00020277583325368676
2003,MD,Baltimore city,273.0,642324.0,,,both,0.00042501914921441513,0.00042501914921441513
2003,MD,Carroll County,23.0,162301.0,81621.0,1658.0,both,0.00014171200423903734,0.00014171200423903734
2003,MD,Cecil County,13.0,92369.0,64886.0,1872.0,both,0.0001407398586105728,0.0001407398586105728
2003,MD,Frederick County,10.0,212882.0,81686.0,1890.0,both,4.6974380173053616e-05,4.6974380173053616e-05
2003,MD,Harford County,37.0,230834.0,77010.0,1228.0,both,0.00016028834573762963,0.00016028834573762963
2003,MD,Howard County,17.0,262859.0,103273.0,1619.0,both,6.467345611145139e-05,6.467345611145139e-05
2003,MD,Montgomery County,28.0,914893.0,93373.0,838.0,both,3.060467180315075e-05,3.060467180315075e-05
2003,MD,Prince George's County,62.0,830923.0,71260.0,789.0,both,7.461581879428058e-05,7.461581879428058e-05
2003,ME,Cumberland County,26.0,272039.0,55658.0,1051.0,both,9.55745315928966e-05,9.55745315928966e-05
2003,ME,Penobscot County,15.0,147123.0,42658.0,1095.0,both,0.00010195550661691238,0.00010195550661691238
2003,ME,York County,16.0,197456.0,55008.0,1025.0,both,8.103071063933231e-05,8.103071063933231e-05
2003,MI,Calhoun County,15.0,138521.0,42568.0,1058.0,both,0.00010828683015571647,0.00010828683015571647
2003,MI,Genesee County,34.0,439544.0,43483.0,617.0,both,7.735289299819813e-05,7.735289299819813e-05
2003,MI,Ingham County,14.0,280697.0,45808.0,790.0,both,4.9875844772120826e-05,4.9875844772120826e-05
2003,MI,Kalamazoo County,11.0,243464.0,44794.0,860.0,both,4.5181217757040054e-05,4.5181217757040054e-05
2003,MI,Kent County,31.0,589458.0,49532.0,603.0,both,5.259068500215452e-05,5.259068500215452e-05
2003,MI,Macomb County,106.0,813378.0,53996.0,502.0,both,0.00013032071189533035,0.00013032071189533035
2003,MI,Muskegon County,12.0,172480.0,40670.0,819.0,both,6.957328385899815e-05,6.957328385899815e-05
2003,MI,Oakland County,113.0,1201965.0,66390.0,567.0,both,9.401272083629723e-05,9.401272083629723e-05
2003,MI,Saginaw County,16.0,208182.0,42954.0,763.0,both,7.68558280735126e-05,7.68558280735126e-05
2003,MI,St. Clair County,11.0,168423.0,49120.0,1240.0,both,6.531174483295037e-05,6.531174483295037e-05
2003,MI,Washtenaw County,15.0,337039.0,59065.0,1278.0,both,4.450523529917903e-05,4.450523529917903e-05
2003,MI,Wayne County,343.0,2046478.0,42241.0,327.0,both,0.00016760502678259917,0.00016760502678259917
2003,MN,Anoka County,11.0,312164.0,69028.0,836.0,both,3.523788777693776e-05,3.523788777693776e-05
2003,MN,Hennepin County,82.0,1122285.0,61328.0,421.0,both,7.306521961890251e-05,7.306521961890251e-05
2003,MN,Ramsey County,25.0,505612.0,51915.0,565.0,both,4.9445028994565e-05,4.9445028994565e-05
2003,MN,St. Louis County,15.0,198882.0,44941.0,700.0,both,7.542160678191089e-05,7.542160678191089e-05
2003,MO,Boone County,11.0,141544.0,45786.0,1288.0,both,7.771435030803142e-05,7.771435030803142e-05
2003,MO,Clay County,20.0,196380.0,58559.0,1269.0,both,0.00010184336490477646,0.00010184336490477646
2003,MO,Greene County,40.0,247583.0,41059.0,771.0,both,0.00016156198123457589,0.00016156198123457589
2003,MO,Jackson County,48.0,666782.0,46252.0,596.0,both,7.198754615451526e-05,7.198754615451526e-05
2003,MO,Jefferson County,13.0,205097.0,56756.0,1109.0,both,6.338464238872338e-05,6.338464238872338e-05
2003,MO,St. Charles County,12.0,310632.0,70331.0,1000.0,both,3.863092018851889e-05,3.863092018851889e-05
2003,MO,St. Francois County,12.0,57693.0,38589.0,1903.0,both,0.00020799750402995164,0.00020799750402995164
2003,MO,St. Louis County,70.0,1008956.0,57561.0,701.0,both,6.937864485666373e-05,6.937864485666373e-05
2003,MO,St. Louis city,49.0,348039.0,33652.0,762.0,both,0.00014078881964377555,0.00014078881964377555
2003,MS,Hancock County,11.0,44839.0,44494.0,2755.0,both,0.00024532215259037894,0.00024532215259037894
2003,MS,Harrison County,29.0,191012.0,45668.0,1220.0,both,0.00015182292212007623,0.00015182292212007623
2003,MS,Jackson County,23.0,132826.0,47906.0,2155.0,both,0.00017315886949844156,0.00017315886949844156
2003,MT,Missoula County,11.0,99832.0,42887.0,1381.0,both,0.00011018511098645725,0.00011018511098645725
2003,MT,Yellowstone County,11.0,133054.0,48641.0,1222.0,both,8.267320035474319e-05,8.267320035474319e-05
2003,NC,Brunswick County,10.0,80880.0,45806.0,1167.0,both,0.00012363996043521266,0.00012363996043521266
2003,NC,Buncombe County,22.0,213210.0,44190.0,1057.0,both,0.00010318465362787862,0.00010318465362787862
2003,NC,Burke County,10.0,88889.0,37139.0,1740.0,both,0.00011249985937517578,0.00011249985937517578
2003,NC,Catawba County,17.0,146841.0,43484.0,1208.0,both,0.00011577148071723837,0.00011577148071723837
2003,NC,Cleveland County,12.0,97638.0,38208.0,1544.0,both,0.00012290296810667977,0.00012290296810667977
2003,NC,Cumberland County,13.0,310213.0,43834.0,861.0,both,4.190668991950692e-05,4.190668991950692e-05
2003,NC,Davidson County,18.0,151385.0,44249.0,1037.0,both,0.00011890213693562771,0.00011890213693562771
2003,NC,Durham County,14.0,236753.0,49894.0,1328.0,both,5.9133358394613796e-05,5.9133358394613796e-05
2003,NC,Forsyth County,20.0,320417.0,46749.0,832.0,both,6.241866068279773e-05,6.241866068279773e-05
2003,NC,Gaston County,29.0,192306.0,43253.0,1133.0,both,0.00015080132705167805,0.00015080132705167805
2003,NC,Guilford County,29.0,434703.0,45676.0,748.0,both,6.67122150065677e-05,6.67122150065677e-05
2003,NC,Henderson County,13.0,93562.0,46446.0,2033.0,both,0.00013894529830486737,0.00013894529830486737
2003,NC,Iredell County,12.0,132950.0,48962.0,1572.0,both,9.025949605114705e-05,9.025949605114705e-05
2003,NC,Mecklenburg County,38.0,755018.0,55294.0,685.0,both,5.032992590905118e-05,5.032992590905118e-05
2003,NC,New Hanover County,20.0,170309.0,48553.0,1155.0,both,0.00011743360597502187,0.00011743360597502187
2003,NC,Pitt County,11.0,139406.0,38592.0,1256.0,both,7.890621637519189e-05,7.890621637519189e-05
2003,NC,Rockingham County,11.0,92199.0,39231.0,1310.0,both,0.00011930715083677698,0.00011930715083677698
2003,NC,Rowan County,10.0,133261.0,43596.0,2124.0,both,7.504070958494984e-05,7.504070958494984e-05
2003,NC,Rutherford County,10.0,63042.0,35364.0,1507.0,both,0.000158624409124076,0.000158624409124076
2003,NC,Wake County,41.0,701347.0,63770.0,735.0,both,5.845893687432897e-05,5.845893687432897e-05
2003,NC,Wilkes County,15.0,66577.0,33438.0,1750.0,both,0.00022530303257881852,0.00022530303257881852
2003,NH,Hillsborough County,23.0,393018.0,69321.0,928.0,both,5.8521492654280466e-05,5.8521492654280466e-05
2003,NH,Merrimack County,14.0,143278.0,63012.0,1363.0,both,9.771214003545555e-05,9.771214003545555e-05
2003,NH,Rockingham County,19.0,289023.0,75825.0,1263.0,both,6.573871283600267e-05,6.573871283600267e-05
2003,NH,Strafford County,12.0,117065.0,57809.0,1695.0,both,0.00010250715414513305,0.00010250715414513305
2003,NJ,Atlantic County,34.0,261810.0,54766.0,1130.0,both,0.0001298651693976548,0.0001298651693976548
2003,NJ,Bergen County,55.0,889739.0,81708.0,875.0,both,6.181588083696454e-05,6.181588083696454e-05
2003,NJ,Burlington County,26.0,442581.0,76258.0,858.0,both,5.8746308585321104e-05,5.8746308585321104e-05
2003,NJ,Camden County,49.0,510584.0,60976.0,849.0,both,9.596853798787272e-05,9.596853798787272e-05
2003,NJ,Cumberland County,14.0,148722.0,50651.0,1423.0,both,9.413536665725314e-05,9.413536665725314e-05
2003,NJ,Essex County,108.0,790601.0,55125.0,864.0,both,0.0001366049372565934,0.0001366049372565934
2003,NJ,Gloucester County,25.0,268257.0,72664.0,1519.0,both,9.31942130121488e-05,9.31942130121488e-05
2003,NJ,Hudson County,47.0,603469.0,55275.0,853.0,both,7.788303955961284e-05,7.788303955961284e-05
2003,NJ,Mercer County,15.0,358669.0,71217.0,1289.0,both,4.182128926670552e-05,4.182128926670552e-05
2003,NJ,Middlesex County,55.0,770336.0,77615.0,858.0,both,7.139741619241474e-05,7.139741619241474e-05
2003,NJ,Monmouth County,52.0,636145.0,82265.0,1003.0,both,8.174237005714106e-05,8.174237005714106e-05
2003,NJ,Morris County,30.0,479532.0,96747.0,1366.0,both,6.256099697204775e-05,6.256099697204775e-05
2003,NJ,Ocean County,34.0,545479.0,59620.0,714.0,both,6.233053884750834e-05,6.233053884750834e-05
2003,NJ,Passaic County,28.0,492259.0,54944.0,1164.0,both,5.688062584940042e-05,5.688062584940042e-05
2003,NJ,Somerset County,18.0,309267.0,97440.0,1679.0,both,5.820213601839187e-05,5.820213601839187e-05
2003,NJ,Sussex County,13.0,149553.0,83089.0,1691.0,both,8.69257052683664e-05,8.69257052683664e-05
2003,NJ,Union County,39.0,525048.0,66791.0,959.0,both,7.427892306989076e-05,7.427892306989076e-05
2003,NJ,Warren County,10.0,108349.0,71364.0,1878.0,both,9.229434512547416e-05,9.229434512547416e-05
2003,NM,Bernalillo County,144.0,582986.0,47481.0,651.0,both,0.0002470042162247464,0.0002470042162247464
2003,NM,Chaves County,18.0,60757.0,37524.0,1771.0,both,0.0002962621590927794,0.0002962621590927794
2003,NM,Dona Ana County,19.0,,,,left_only,,7.858660833946124e-05
2003,NM,Rio Arriba County,12.0,40643.0,41437.0,3100.0,both,0.000295253795241493,0.000295253795241493
2003,NM,San Juan County,12.0,119780.0,46189.0,1294.0,both,0.00010018367006177993,0.00010018367006177993
2003,NM,Sandoval County,11.0,98403.0,57158.0,1689.0,both,0.00011178520980051422,0.00011178520980051422
