Year,State_Code,County_Name,Deaths,Population,Median_Income_2010,Income_Error_Margin,_merge,Death_per_cap,imputed_death_per_cap
2015,FL,Okeechobee County,10.0,39833.0,38339.0,3410.0,both,0.00025104812592573997,0.00025104812592573997
2015,FL,Orange County,195.0,1291844.0,50138.0,460.0,both,0.00015094701837063917,0.00015094701837063917
2015,FL,Osceola County,37.0,323860.0,46328.0,907.0,both,0.0001142468968072624,0.0001142468968072624
2015,FL,Palm Beach County,317.0,1424772.0,53242.0,480.0,both,0.00022249173902912184,0.00022249173902912184
2015,FL,Pasco County,113.0,495130.0,44228.0,666.0,both,0.00022822289095793025,0.00022822289095793025
2015,FL,Pinellas County,204.0,947664.0,45258.0,514.0,both,0.00021526617028820341,0.00021526617028820341
2015,FL,Polk County,96.0,648823.0,43946.0,639.0,both,0.00014796022952330605,0.00014796022952330605
2015,FL,Santa Rosa County,22.0,166451.0,55129.0,1483.0,both,0.00013217102931192964,0.00013217102931192964
2015,FL,Sarasota County,96.0,405099.0,49388.0,870.0,both,0.00023697910881043894,0.00023697910881043894
2015,FL,Seminole County,63.0,448535.0,58971.0,1032.0,both,0.00014045726643405754,0.00014045726643405754
2015,FL,St. Johns County,17.0,226582.0,62663.0,1464.0,both,7.502802517410915e-05,7.502802517410915e-05
2015,FL,St. Lucie County,51.0,297471.0,45196.0,1116.0,both,0.0001714452837419446,0.0001714452837419446
2015,FL,Sumter County,12.0,117229.0,43079.0,1511.0,both,0.00010236374958414727,0.00010236374958414727
2015,FL,Volusia County,98.0,517144.0,44400.0,707.0,both,0.00018950234364122952,0.00018950234364122952
2015,GA,Bartow County,18.0,102063.0,49216.0,1978.0,both,0.00017636165897533875,0.00017636165897533875
2015,GA,Bibb County,14.0,154068.0,38798.0,1666.0,both,9.086896694965859e-05,9.086896694965859e-05
2015,GA,Carroll County,18.0,114501.0,45559.0,1656.0,both,0.0001572038672151335,0.0001572038672151335
2015,GA,Catoosa County,12.0,65841.0,46544.0,2369.0,both,0.00018225725611700915,0.00018225725611700915
2015,GA,Chatham County,24.0,286239.0,44928.0,1107.0,both,8.384601679016486e-05,8.384601679016486e-05
2015,GA,Cherokee County,50.0,235424.0,66320.0,1319.0,both,0.00021238276471387794,0.00021238276471387794
2015,GA,Clarke County,10.0,123621.0,34253.0,1467.0,both,8.089240501209341e-05,8.089240501209341e-05
2015,GA,Clayton County,22.0,272874.0,43311.0,817.0,both,8.062329133592793e-05,8.062329133592793e-05
2015,GA,Cobb County,100.0,739428.0,65522.0,808.0,both,0.00013523967174626874,0.00013523967174626874
2015,GA,Columbia County,16.0,143991.0,66333.0,1732.0,both,0.00011111805598961047,0.00011111805598961047
2015,GA,Coweta County,13.0,138217.0,61550.0,1482.0,both,9.4055000470275e-05,9.4055000470275e-05
2015,GA,DeKalb County,65.0,734846.0,51349.0,763.0,both,8.845390734929496e-05,8.845390734929496e-05
2015,GA,Douglas County,17.0,140264.0,55852.0,1732.0,both,0.00012120002281412195,0.00012120002281412195
2015,GA,Fayette County,11.0,110215.0,82216.0,2475.0,both,9.98049267341106e-05,9.98049267341106e-05
2015,GA,Floyd County,10.0,96209.0,41066.0,2001.0,both,0.00010394037979814778,0.00010394037979814778
2015,GA,Forsyth County,32.0,211368.0,87605.0,1977.0,both,0.0001513947238938723,0.0001513947238938723
2015,GA,Fulton County,139.0,1005752.0,56709.0,761.0,both,0.00013820504458355538,0.00013820504458355538
2015,GA,Gwinnett County,102.0,888597.0,63219.0,736.0,both,0.00011478769340882313,0.00011478769340882313
2015,GA,Hall County,19.0,192249.0,50876.0,1401.0,both,9.883016296573714e-05,9.883016296573714e-05
2015,GA,Henry County,25.0,216548.0,63923.0,1092.0,both,0.00011544784528141567,0.00011544784528141567
2015,GA,Jackson County,15.0,63439.0,51506.0,2141.0,both,0.00023644761109096928,0.00023644761109096928
2015,GA,Muscogee County,14.0,198925.0,41331.0,965.0,both,7.037828327259017e-05,7.037828327259017e-05
2015,GA,Newton County,12.0,104920.0,52361.0,1731.0,both,0.0001143728555089592,0.0001143728555089592
2015,GA,Paulding County,24.0,151691.0,62348.0,1788.0,both,0.00015821637407624711,0.00015821637407624711
2015,GA,Richmond County,39.0,201639.0,37882.0,982.0,both,0.00019341496436701234,0.00019341496436701234
2015,GA,Rockdale County,10.0,88424.0,55779.0,2299.0,both,0.00011309146837962544,0.00011309146837962544
2015,GA,Spalding County,14.0,63826.0,41100.0,2058.0,both,0.00021934634788330776,0.00021934634788330776
2015,GA,Troup County,10.0,69666.0,41770.0,2249.0,both,0.00014354204346453075,0.00014354204346453075
2015,GA,Walton County,19.0,88373.0,51721.0,1958.0,both,0.00021499779344369887,0.00021499779344369887
2015,GA,Whitfield County,12.0,103621.0,42345.0,1455.0,both,0.00011580664151089066,0.00011580664151089066
2015,HI,Hawaii County,11.0,196111.0,54996.0,1555.0,both,5.6090683337497644e-05,5.6090683337497644e-05
2015,HI,Honolulu County,119.0,991755.0,70093.0,725.0,both,0.0001199893118764211,0.0001199893118764211
2015,HI,Maui County,17.0,163993.0,63989.0,1956.0,both,0.00010366296122395468,0.00010366296122395468
2015,IA,Linn County,23.0,220392.0,53674.0,1131.0,both,0.00010435950488220989,0.00010435950488220989
2015,IA,Polk County,66.0,467517.0,56094.0,866.0,both,0.00014117133708506857,0.00014117133708506857
2015,IA,Scott County,29.0,172072.0,49964.0,1107.0,both,0.00016853410200381235,0.00016853410200381235
2015,ID,Ada County,44.0,433254.0,55835.0,830.0,both,0.00010155705429147797,0.00010155705429147797
2015,ID,Bonneville County,27.0,109916.0,50445.0,1827.0,both,0.00024564212671494595,0.00024564212671494595
2015,ID,Kootenai County,17.0,149566.0,46336.0,1303.0,both,0.00011366219595362583,0.00011366219595362583
2015,ID,Twin Falls County,13.0,82289.0,42455.0,1447.0,both,0.00015797980288981517,0.00015797980288981517
2015,IL,Adams County,14.0,66850.0,43824.0,1441.0,both,0.0002094240837696335,0.0002094240837696335
2015,IL,Bureau County,11.0,33494.0,45692.0,1327.0,both,0.0003284170299158058,0.0003284170299158058
2015,IL,Champaign County,29.0,209534.0,45262.0,1080.0,both,0.0001384023595216051,0.0001384023595216051
2015,IL,Cook County,707.0,5243371.0,53942.0,289.0,both,0.00013483692075193612,0.00013483692075193612
2015,IL,DuPage County,108.0,933669.0,76581.0,792.0,both,0.00011567268485940949,0.00011567268485940949
2015,IL,Franklin County,10.0,39398.0,34381.0,1612.0,both,0.00025381999086248035,0.00025381999086248035
2015,IL,Jefferson County,10.0,38290.0,41161.0,1843.0,both,0.00026116479498563595,0.00026116479498563595
2015,IL,Kane County,30.0,528562.0,67767.0,1261.0,both,5.6757769192639655e-05,5.6757769192639655e-05
2015,IL,Kankakee County,16.0,111786.0,50484.0,2098.0,both,0.00014313062458626305,0.00014313062458626305
2015,IL,LaSalle County,25.0,111015.0,51705.0,1254.0,both,0.00022519479349637436,0.00022519479349637436
2015,IL,Lake County,66.0,704687.0,78948.0,796.0,both,9.365860303936358e-05,9.365860303936358e-05
2015,IL,Macon County,13.0,107398.0,44337.0,1251.0,both,0.00012104508463844765,0.00012104508463844765
2015,IL,Madison County,71.0,266112.0,51941.0,830.0,both,0.00026680495430495433,0.00026680495430495433
2015,IL,McHenry County,38.0,307595.0,76482.0,1169.0,both,0.0001235390692306442,0.0001235390692306442
2015,IL,McLean County,18.0,173222.0,57642.0,1286.0,both,0.00010391289789980487,0.00010391289789980487
2015,IL,Peoria County,33.0,186552.0,49747.0,938.0,both,0.0001768943779750418,0.0001768943779750418
2015,IL,Sangamon County,41.0,198973.0,52232.0,883.0,both,0.000206058108386565,0.000206058108386565
2015,IL,St. Clair County,34.0,265008.0,48562.0,1020.0,both,0.0001282980136448711,0.0001282980136448711
2015,IL,Tazewell County,20.0,134350.0,54232.0,1170.0,both,0.000148864905098623,0.000148864905098623
2015,IL,Vermilion County,13.0,79209.0,39456.0,1329.0,both,0.00016412276382734285,0.00016412276382734285
2015,IL,Will County,98.0,685825.0,75906.0,811.0,both,0.00014289359530492472,0.00014289359530492472
2015,IL,Winnebago County,86.0,287237.0,47198.0,875.0,both,0.0002994043246517684,0.0002994043246517684
2015,IN,Allen County,57.0,367508.0,48714.0,734.0,both,0.0001550986645188676,0.0001550986645188676
2015,IN,Boone County,11.0,63080.0,68594.0,2231.0,both,0.00017438173747622067,0.00017438173747622067
2015,IN,Clark County,35.0,114887.0,47368.0,1362.0,both,0.0003046471750502668,0.0003046471750502668
2015,IN,Dearborn County,16.0,49491.0,56789.0,2490.0,both,0.0003232911034329474,0.0003232911034329474
2015,IN,Delaware County,32.0,115814.0,38066.0,956.0,both,0.00027630510991762656,0.00027630510991762656
2015,IN,Elkhart County,21.0,203022.0,47258.0,1149.0,both,0.00010343706593374117,0.00010343706593374117
2015,IN,Fayette County,10.0,23389.0,37038.0,2290.0,both,0.00042755141305742016,0.00042755141305742016
2015,IN,Floyd County,14.0,76559.0,52422.0,1419.0,both,0.0001828655024229679,0.0001828655024229679
2015,IN,Grant County,29.0,67543.0,38985.0,1577.0,both,0.0004293561138830079,0.0004293561138830079
2015,IN,Hamilton County,29.0,308623.0,81947.0,1417.0,both,9.396577701597095e-05,9.396577701597095e-05
2015,IN,Hancock County,19.0,72441.0,61052.0,1532.0,both,0.0002622824091329496,0.0002622824091329496
2015,IN,Howard County,27.0,82378.0,45003.0,1541.0,both,0.00032775741095923667,0.00032775741095923667
2015,IN,Jackson County,11.0,43892.0,43980.0,2465.0,both,0.0002506151462681126,0.0002506151462681126
2015,IN,Johnson County,13.0,149021.0,61629.0,1348.0,both,8.72360271371149e-05,8.72360271371149e-05
2015,IN,La Porte County,14.0,,,,left_only,,0.00018707318797093691
2015,IN,Lake County,83.0,488195.0,48723.0,924.0,both,0.00017001403127848503,0.00017001403127848503
2015,IN,Madison County,30.0,129436.0,43256.0,963.0,both,0.00023177477672363175,0.00023177477672363175
2015,IN,Marion County,246.0,940152.0,43541.0,415.0,both,0.00026165981671048935,0.00026165981671048935
2015,IN,Monroe County,16.0,144432.0,38137.0,1511.0,both,0.00011077877478675086,0.00011077877478675086
2015,IN,Morgan County,19.0,69576.0,55427.0,1657.0,both,0.0002730826721858112,0.0002730826721858112
2015,IN,Porter County,34.0,167439.0,60889.0,1307.0,both,0.0002030590244805571,0.0002030590244805571
2015,IN,St. Joseph County,51.0,268567.0,44644.0,885.0,both,0.00018989674829744533,0.00018989674829744533
2015,IN,Tippecanoe County,31.0,186858.0,42632.0,1116.0,both,0.00016590137965727985,0.00016590137965727985
2015,IN,Vanderburgh County,38.0,181600.0,42396.0,925.0,both,0.0002092511013215859,0.0002092511013215859
2015,IN,Wayne County,31.0,67044.0,41123.0,1275.0,both,0.0004623829127140385,0.0004623829127140385
2015,KS,Douglas County,11.0,118265.0,45831.0,1363.0,both,9.301145732042447e-05,9.301145732042447e-05
2015,KS,Johnson County,39.0,580158.0,73733.0,828.0,both,6.722306681972842e-05,6.722306681972842e-05
2015,KS,Reno County,10.0,63612.0,41431.0,1248.0,both,0.0001572030434509212,0.0001572030434509212
2015,KS,Sedgwick County,72.0,511230.0,47848.0,717.0,both,0.0001408368053517986,0.0001408368053517986
2015,KS,Shawnee County,19.0,178789.0,47464.0,1156.0,both,0.0001062705199984339,0.0001062705199984339
2015,KS,Wyandotte County,10.0,163776.0,38503.0,1058.0,both,6.10590074247753e-05,6.10590074247753e-05
2015,KY,Bell County,17.0,27376.0,24724.0,2228.0,both,0.0006209818819403858,0.0006209818819403858
2015,KY,Boone County,47.0,128270.0,66549.0,1545.0,both,0.00036641459421532703,0.00036641459421532703
2015,KY,Boyd County,20.0,48518.0,38802.0,1927.0,both,0.00041221814584278,0.00041221814584278
2015,KY,Bullitt County,13.0,78698.0,51526.0,1413.0,both,0.00016518844189178887,0.00016518844189178887
2015,KY,Butler County,10.0,12742.0,33703.0,4101.0,both,0.0007848061528802386,0.0007848061528802386
2015,KY,Campbell County,46.0,92612.0,51482.0,1716.0,both,0.0004966958925409235,0.0004966958925409235
2015,KY,Clark County,13.0,35685.0,46575.0,3711.0,both,0.00036429872495446266,0.00036429872495446266
2015,KY,Daviess County,11.0,99548.0,42821.0,1332.0,both,0.00011049945754811749,0.00011049945754811749
2015,KY,Fayette County,103.0,316079.0,47469.0,1167.0,both,0.0003258679001135792,0.0003258679001135792
2015,KY,Floyd County,17.0,37545.0,27907.0,1882.0,both,0.00045278998535091224,0.00045278998535091224
2015,KY,Franklin County,11.0,50090.0,47976.0,2207.0,both,0.00021960471151926533,0.00021960471151926533
2015,KY,Greenup County,10.0,36030.0,42377.0,2402.0,both,0.0002775464890369137,0.0002775464890369137
2015,KY,Jefferson County,205.0,765322.0,45352.0,685.0,both,0.0002678611094415161,0.0002678611094415161
2015,KY,Jessamine County,13.0,51822.0,47494.0,3093.0,both,0.0002508587086565551,0.0002508587086565551
2015,KY,Kenton County,112.0,164627.0,53213.0,1482.0,both,0.0006803258274766593,0.0006803258274766593
2015,KY,Knox County,18.0,31467.0,21493.0,1858.0,both,0.0005720278386881494,0.0005720278386881494
2015,KY,Laurel County,13.0,59937.0,36787.0,1997.0,both,0.00021689440579274904,0.00021689440579274904
2015,KY,Madison County,27.0,88274.0,41894.0,1633.0,both,0.0003058658268572853,0.0003058658268572853
2015,KY,Martin County,10.0,12299.0,25173.0,3098.0,both,0.0008130742336775348,0.0008130742336775348
2015,KY,Oldham County,12.0,64586.0,79417.0,2760.0,both,0.00018579877992134518,0.00018579877992134518
2015,KY,Perry County,11.0,27381.0,29547.0,4454.0,both,0.00040173843175924913,0.00040173843175924913
2015,KY,Pike County,22.0,61831.0,32563.0,1444.0,both,0.0003558085749866572,0.0003558085749866572
2015,KY,Pulaski County,11.0,63898.0,32771.0,1261.0,both,0.0001721493630473567,0.0001721493630473567
2015,KY,Scott County,13.0,52177.0,58028.0,2845.0,both,0.00024915192517776033,0.00024915192517776033
2015,KY,Shelby County,14.0,45838.0,55296.0,2808.0,both,0.0003054234477944064,0.0003054234477944064
2015,KY,Warren County,15.0,124224.0,43954.0,1671.0,both,0.00012074961360123648,0.00012074961360123648
2015,KY,Whitley County,16.0,36143.0,28122.0,2448.0,both,0.00044268599728854825,0.00044268599728854825
2015,LA,Ascension Parish,16.0,119417.0,63716.0,2889.0,both,0.0001339842735958867,0.0001339842735958867
2015,LA,Caddo Parish,26.0,251499.0,37181.0,848.0,both,0.00010338013272418578,0.00010338013272418578
2015,LA,Calcasieu Parish,16.0,198542.0,43758.0,1562.0,both,8.058748274924197e-05,8.058748274924197e-05
2015,LA,East Baton Rouge Parish,72.0,445776.0,46179.0,857.0,both,0.00016151609777107786,0.00016151609777107786
2015,LA,Iberia Parish,12.0,73548.0,41783.0,1764.0,both,0.00016315875346712352,0.00016315875346712352
2015,LA,Jefferson Parish,116.0,435358.0,48175.0,742.0,both,0.0002664473835326329,0.0002664473835326329
2015,LA,Lafayette Parish,28.0,239654.0,47559.0,1314.0,both,0.00011683510394151569,0.00011683510394151569
2015,LA,Lafourche Parish,12.0,98279.0,47492.0,2217.0,both,0.0001221013644827481,0.0001221013644827481
2015,LA,Livingston Parish,47.0,137202.0,54708.0,1820.0,both,0.0003425606040728269,0.0003425606040728269
2015,LA,Orleans Parish,96.0,390094.0,37468.0,1104.0,both,0.0002460945310617441,0.0002460945310617441
2015,LA,Ouachita Parish,23.0,156916.0,39823.0,1488.0,both,0.00014657523770679855,0.00014657523770679855
2015,LA,Rapides Parish,14.0,131821.0,40658.0,1056.0,both,0.00010620462597006547,0.00010620462597006547
2015,LA,St. Charles Parish,13.0,52587.0,60961.0,2834.0,both,0.00024720938635023866,0.00024720938635023866
2015,LA,St. Landry Parish,10.0,83693.0,31813.0,1338.0,both,0.00011948430573644152,0.00011948430573644152
2015,LA,St. Tammany Parish,61.0,249116.0,60866.0,1130.0,both,0.0002448658456301482,0.0002448658456301482
2015,LA,Tangipahoa Parish,24.0,128774.0,38957.0,1428.0,both,0.00018637302561075994,0.00018637302561075994
2015,LA,Terrebonne Parish,35.0,113894.0,48437.0,1324.0,both,0.00030730328199905175,0.00030730328199905175
2015,LA,Vermilion Parish,10.0,59928.0,42693.0,2243.0,both,0.0001668669069550127,0.0001668669069550127
2015,LA,Washington Parish,18.0,46365.0,30363.0,2158.0,both,0.00038822387576835973,0.00038822387576835973
2015,MA,Barnstable County,62.0,214015.0,60317.0,1168.0,both,0.0002896993201411116,0.0002896993201411116
2015,MA,Berkshire County,32.0,127950.0,48907.0,1429.0,both,0.00025009769441187963,0.00025009769441187963
2015,MA,Bristol County,186.0,557104.0,54955.0,849.0,both,0.0003338694390993423,0.0003338694390993423
2015,MA,Essex County,230.0,777228.0,64153.0,773.0,both,0.00029592346132666347,0.00029592346132666347
2015,MA,Franklin County,17.0,70911.0,52002.0,1718.0,both,0.00023973713528225522,0.00023973713528225522
2015,MA,Hampden County,116.0,469251.0,47724.0,852.0,both,0.00024720245668096607,0.00024720245668096607
2015,MA,Hampshire County,19.0,160885.0,59505.0,1652.0,both,0.00011809677720110639,0.00011809677720110639
2015,MA,Middlesex County,351.0,1586107.0,77377.0,719.0,both,0.00022129654556722844,0.00022129654556722844
2015,MA,Norfolk County,159.0,694774.0,81027.0,1039.0,both,0.0002288513962813807,0.0002288513962813807
2015,MA,Plymouth County,169.0,509413.0,73131.0,895.0,both,0.00033175439181960413,0.00033175439181960413
2015,MA,Suffolk County,195.0,783177.0,50597.0,809.0,both,0.00024898586143362226,0.00024898586143362226
2015,MA,Worcester County,220.0,818446.0,64152.0,768.0,both,0.00026880209567888415,0.00026880209567888415
2015,MD,Allegany County,11.0,72501.0,37747.0,1758.0,both,0.00015172204521316947,0.00015172204521316947
2015,MD,Anne Arundel County,133.0,563133.0,83456.0,1161.0,both,0.0002361786647204124,0.0002361786647204124
2015,MD,Baltimore County,234.0,827796.0,63959.0,699.0,both,0.00028267834104054625,0.00028267834104054625
2015,MD,Baltimore city,329.0,622831.0,,,both,0.000528233180429362,0.000528233180429362
2015,MD,Calvert County,14.0,90542.0,90838.0,2649.0,both,0.00015462437321905857,0.00015462437321905857
2015,MD,Carroll County,41.0,167201.0,81621.0,1658.0,both,0.00024521384441480613,0.00024521384441480613
2015,MD,Cecil County,33.0,102453.0,64886.0,1872.0,both,0.00032209891364820943,0.00032209891364820943
2015,MD,Charles County,16.0,155775.0,88825.0,1557.0,both,0.00010271224522548548,0.00010271224522548548
2015,MD,Frederick County,34.0,245145.0,81686.0,1890.0,both,0.00013869342633951334,0.00013869342633951334
2015,MD,Harford County,51.0,249690.0,77010.0,1228.0,both,0.0002042532740598342,0.0002042532740598342
2015,MD,Howard County,27.0,311417.0,103273.0,1619.0,both,8.670046914587194e-05,8.670046914587194e-05
2015,MD,Montgomery County,92.0,1033370.0,93373.0,838.0,both,8.902909896745599e-05,8.902909896745599e-05
2015,MD,Prince George's County,62.0,906754.0,71260.0,789.0,both,6.837576674599726e-05,6.837576674599726e-05
2015,MD,St. Mary's County,11.0,111092.0,80053.0,2311.0,both,9.901703092931985e-05,9.901703092931985e-05
2015,MD,Washington County,56.0,149160.0,52994.0,1733.0,both,0.00037543577366586214,0.00037543577366586214
2015,MD,Worcester County,11.0,51472.0,55487.0,2738.0,both,0.00021370842399751321,0.00021370842399751321
2015,ME,Androscoggin County,23.0,107189.0,44470.0,2078.0,both,0.00021457425668678688,0.00021457425668678688
2015,ME,Cumberland County,67.0,289704.0,55658.0,1051.0,both,0.00023127053820451218,0.00023127053820451218
2015,ME,Kennebec County,28.0,121063.0,45973.0,1677.0,both,0.0002312845378026317,0.0002312845378026317
2015,ME,Penobscot County,24.0,152029.0,42658.0,1095.0,both,0.00015786461793473614,0.00015786461793473614
2015,ME,York County,39.0,201407.0,55008.0,1025.0,both,0.000193637758369868,0.000193637758369868
2015,MI,Bay County,21.0,105271.0,44659.0,1046.0,both,0.00019948513835719238,0.00019948513835719238
2015,MI,Berrien County,30.0,155136.0,42625.0,936.0,both,0.00019337871287128714,0.00019337871287128714
2015,MI,Calhoun County,41.0,134377.0,42568.0,1058.0,both,0.0003051117378718084,0.0003051117378718084
2015,MI,Eaton County,20.0,108701.0,54885.0,1071.0,both,0.00018399094764537586,0.00018399094764537586
2015,MI,Genesee County,117.0,410574.0,43483.0,617.0,both,0.00028496689999853864,0.00028496689999853864
2015,MI,Ingham County,54.0,287255.0,45808.0,790.0,both,0.00018798628396372562,0.00018798628396372562
2015,MI,Isabella County,12.0,70798.0,36880.0,1536.0,both,0.00016949631345518235,0.00016949631345518235
2015,MI,Jackson County,30.0,159325.0,46117.0,1074.0,both,0.00018829436686019143,0.00018829436686019143
2015,MI,Kalamazoo County,20.0,259816.0,44794.0,860.0,both,7.697755334544446e-05,7.697755334544446e-05
2015,MI,Kent County,94.0,637333.0,49532.0,603.0,both,0.00014748961688787495,0.00014748961688787495
2015,MI,Lenawee County,17.0,98432.0,48618.0,1174.0,both,0.0001727080624187256,0.0001727080624187256
2015,MI,Livingston County,21.0,187221.0,72129.0,1435.0,both,0.00011216690435367827,0.00011216690435367827
2015,MI,Macomb County,268.0,865031.0,53996.0,502.0,both,0.0003098154863814129,0.0003098154863814129
2015,MI,Marquette County,12.0,67357.0,45130.0,1371.0,both,0.00017815520287423728,0.00017815520287423728
2015,MI,Monroe County,46.0,149439.0,55366.0,1085.0,both,0.00030781790563373684,0.00030781790563373684
2015,MI,Montcalm County,14.0,62778.0,39775.0,1130.0,both,0.00022300806014845966,0.00022300806014845966
2015,MI,Muskegon County,30.0,172506.0,40670.0,819.0,both,0.00017390699453932038,0.00017390699453932038
2015,MI,Oakland County,250.0,1244895.0,66390.0,567.0,both,0.0002008201494905193,0.0002008201494905193
2015,MI,Ottawa County,24.0,280907.0,55095.0,1050.0,both,8.543752914665708e-05,8.543752914665708e-05
2015,MI,Saginaw County,32.0,193384.0,42954.0,763.0,both,0.0001654738758118562,0.0001654738758118562
2015,MI,St. Clair County,30.0,159757.0,49120.0,1240.0,both,0.0001877851987706329,0.0001877851987706329
2015,MI,Washtenaw County,54.0,363555.0,59065.0,1278.0,both,0.00014853323431117713,0.00014853323431117713
2015,MI,Wayne County,639.0,1764866.0,42241.0,327.0,both,0.0003620671484407315,0.0003620671484407315
2015,MN,Anoka County,34.0,344244.0,69028.0,836.0,both,9.876715353063525e-05,9.876715353063525e-05
2015,MN,Clay County,12.0,62235.0,50057.0,2063.0,both,0.0001928175463967221,0.0001928175463967221
2015,MN,Dakota County,39.0,414245.0,72850.0,1137.0,both,9.414718343009572e-05,9.414718343009572e-05
2015,MN,Hennepin County,167.0,1222868.0,61328.0,421.0,both,0.00013656420807478813,0.00013656420807478813
2015,MN,Ramsey County,76.0,536838.0,51915.0,565.0,both,0.00014156971004288072,0.00014156971004288072
2015,MN,St. Louis County,30.0,200383.0,44941.0,700.0,both,0.00014971329903235305,0.00014971329903235305
2015,MN,Stearns County,16.0,156068.0,51779.0,921.0,both,0.00010251941461414255,0.00010251941461414255
2015,MN,Washington County,15.0,250482.0,79109.0,1196.0,both,5.9884542601863605e-05,5.9884542601863605e-05
2015,MO,Boone County,18.0,174563.0,45786.0,1288.0,both,0.00010311463483097792,0.00010311463483097792
2015,MO,Cass County,12.0,101389.0,60097.0,1463.0,both,0.00011835603467831816,0.00011835603467831816
2015,MO,Clay County,32.0,235344.0,58559.0,1269.0,both,0.00013597117411108845,0.00013597117411108845
2015,MO,Franklin County,21.0,102265.0,49120.0,1643.0,both,0.00020534884857967045,0.00020534884857967045
2015,MO,Greene County,79.0,287543.0,41059.0,771.0,both,0.00027474151692094746,0.00027474151692094746
2015,MO,Jackson County,129.0,687182.0,46252.0,596.0,both,0.00018772319414652887,0.00018772319414652887
2015,MO,Jefferson County,59.0,223185.0,56756.0,1109.0,both,0.0002643546833344535,0.0002643546833344535
2015,MO,Lincoln County,12.0,54569.0,52897.0,2280.0,both,0.0002199050743095897,0.0002199050743095897
2015,MO,Platte County,10.0,96552.0,65948.0,1647.0,both,0.0001035711326539067,0.0001035711326539067
2015,MO,St. Charles County,63.0,385108.0,70331.0,1000.0,both,0.00016359047332176947,0.00016359047332176947
2015,MO,St. Francois County,17.0,66253.0,38589.0,1903.0,both,0.00025659215431754034,0.00025659215431754034
2015,MO,St. Louis County,161.0,1001585.0,57561.0,701.0,both,0.00016074521882815737,0.00016074521882815737
2015,MO,St. Louis city,94.0,316268.0,33652.0,762.0,both,0.0002972162849229135,0.0002972162849229135
2015,MO,Webster County,11.0,37611.0,40889.0,2059.0,both,0.00029246762915104623,0.00029246762915104623
2015,MS,DeSoto County,30.0,173470.0,59418.0,1420.0,both,0.00017294056609211967,0.00017294056609211967
2015,MS,Harrison County,17.0,200880.0,45668.0,1220.0,both,8.462763839107925e-05,8.462763839107925e-05
2015,MS,Hinds County,12.0,244321.0,39215.0,1176.0,both,4.911571252573459e-05,4.911571252573459e-05
2015,MS,Jackson County,25.0,141443.0,47906.0,2155.0,both,0.00017674964473321408,0.00017674964473321408
2015,MS,Lamar County,11.0,61034.0,48048.0,2403.0,both,0.00018022741422813514,0.00018022741422813514
2015,MS,Pearl River County,16.0,54978.0,40038.0,3151.0,both,0.0002910255011095347,0.0002910255011095347
2015,MS,Rankin County,12.0,149507.0,54028.0,1656.0,both,8.026380035717391e-05,8.026380035717391e-05
2015,MT,Flathead County,10.0,95940.0,44998.0,1967.0,both,0.00010423181154888472,0.00010423181154888472
2015,MT,Missoula County,11.0,114281.0,42887.0,1381.0,both,9.625397047628214e-05,9.625397047628214e-05
2015,MT,Yellowstone County,20.0,156658.0,48641.0,1222.0,both,0.00012766663687778472,0.00012766663687778472
2015,NC,Alamance County,14.0,157104.0,44167.0,1245.0,both,8.911294429167939e-05,8.911294429167939e-05
2015,NC,Alexander County,11.0,36960.0,40014.0,3131.0,both,0.00029761904761904765,0.00029761904761904765
2015,NC,Brunswick County,28.0,122322.0,45806.0,1167.0,both,0.00022890404015630877,0.00022890404015630877
2015,NC,Buncombe County,37.0,252160.0,44190.0,1057.0,both,0.00014673223350253808,0.00014673223350253808
2015,NC,Burke County,31.0,89337.0,37139.0,1740.0,both,0.0003470006828077952,0.0003470006828077952
2015,NC,Cabarrus County,23.0,196483.0,53928.0,1444.0,both,0.00011705847325213886,0.00011705847325213886
2015,NC,Caldwell County,27.0,81554.0,37261.0,1560.0,both,0.00033106898496701573,0.00033106898496701573
2015,NC,Carteret County,18.0,68766.0,46155.0,1439.0,both,0.00026175726376406945,0.00026175726376406945
2015,NC,Catawba County,24.0,155607.0,43484.0,1208.0,both,0.00015423470666486725,0.00015423470666486725
2015,NC,Cleveland County,23.0,96881.0,38208.0,1544.0,both,0.00023740465106677263,0.00023740465106677263
2015,NC,Craven County,20.0,102988.0,44599.0,1692.0,both,0.00019419738221928767,0.00019419738221928767
2015,NC,Cumberland County,46.0,331598.0,43834.0,861.0,both,0.00013872218770921417,0.00013872218770921417
2015,NC,Davidson County,23.0,163548.0,44249.0,1037.0,both,0.00014063149656369996,0.00014063149656369996
2015,NC,Durham County,20.0,301014.0,49894.0,1328.0,both,6.644209239437369e-05,6.644209239437369e-05
2015,NC,Forsyth County,58.0,367516.0,46749.0,832.0,both,0.00015781625833977296,0.00015781625833977296
2015,NC,Gaston County,36.0,212998.0,43253.0,1133.0,both,0.00016901567150865267,0.00016901567150865267
2015,NC,Guilford County,55.0,517281.0,45676.0,748.0,both,0.00010632518882386942,0.00010632518882386942
2015,NC,Halifax County,11.0,52190.0,30439.0,1866.0,both,0.00021076834642651848,0.00021076834642651848
2015,NC,Harnett County,11.0,128145.0,42853.0,1391.0,both,8.584025908150922e-05,8.584025908150922e-05
2015,NC,Haywood County,11.0,59724.0,41377.0,1879.0,both,0.00018418056392739937,0.00018418056392739937
