Year,State_Code,County_Name,Deaths,Population,Median_Income_2010,_merge,bad_merge,indicator,Death_per_cap,Imputed_death_per_cap
2003,CT,Hartford County,90.0,868343.0,62590.0,both,0,CT-Hartford County,0.0001036456791843776,0.0001036456791843776
2003,CT,New Haven County,80.0,837258.0,61114.0,both,0,CT-New Haven County,9.554999773068755e-05,9.554999773068755e-05
2003,DE,New Castle County,54.0,512919.0,62474.0,both,0,DE-New Castle County,0.00010527978101805548,0.00010527978101805548
2003,FL,Brevard County,97.0,502985.0,49523.0,both,0,FL-Brevard County,0.00019284869330099308,0.00019284869330099308
2003,FL,Broward County,230.0,1719073.0,51694.0,both,0,FL-Broward County,0.00013379303845735462,0.00013379303845735462
2003,FL,Duval County,127.0,812238.0,49463.0,both,0,FL-Duval County,0.00015635811178496943,0.00015635811178496943
2003,FL,Hillsborough County,138.0,1071415.0,49536.0,both,0,FL-Hillsborough County,0.00012880163148733218,0.00012880163148733218
2003,FL,Lee County,77.0,490139.0,50014.0,both,0,FL-Lee County,0.00015709829252518164,0.00015709829252518164
2003,FL,Miami-Dade County,111.0,2352658.0,43605.0,both,0,FL-Miami-Dade County,4.718067819462072e-05,4.718067819462072e-05
2003,FL,Orange County,83.0,965744.0,50138.0,both,0,FL-Orange County,8.59441011282493e-05,8.59441011282493e-05
2003,FL,Palm Beach County,199.0,1208940.0,53242.0,both,0,FL-Palm Beach County,0.00016460701110063361,0.00016460701110063361
2003,FL,Pasco County,62.0,385513.0,44228.0,both,0,FL-Pasco County,0.00016082466739124232,0.00016082466739124232
2003,FL,Pinellas County,135.0,923484.0,45258.0,both,0,FL-Pinellas County,0.00014618553218030849,0.00014618553218030849
2003,FL,Polk County,42.0,508118.0,43946.0,both,0,FL-Polk County,8.265796527578239e-05,8.265796527578239e-05
2003,FL,Seminole County,33.0,385706.0,58971.0,both,0,FL-Seminole County,8.555739345511866e-05,8.555739345511866e-05
2003,FL,Volusia County,48.0,465989.0,44400.0,both,0,FL-Volusia County,0.00010300672333467099,0.00010300672333467099
2003,GA,Cobb County,34.0,643816.0,65522.0,both,0,GA-Cobb County,5.28101196615182e-05,5.28101196615182e-05
2003,GA,DeKalb County,39.0,697130.0,51349.0,both,0,GA-DeKalb County,5.594365469854977e-05,5.594365469854977e-05
2003,GA,Fulton County,75.0,881850.0,56709.0,both,0,GA-Fulton County,8.504847763225038e-05,8.504847763225038e-05
2003,GA,Gwinnett County,21.0,666768.0,63219.0,both,0,GA-Gwinnett County,3.1495212727665394e-05,3.1495212727665394e-05
2003,HI,Honolulu County,62.0,888026.0,70093.0,both,0,HI-Honolulu County,6.981777560566921e-05,6.981777560566921e-05
2003,IA,Polk County,13.0,390092.0,56094.0,both,0,IA-Polk County,3.332547193995263e-05,3.332547193995263e-05
2003,IL,Cook County,454.0,5330484.0,53942.0,both,0,IL-Cook County,8.517050234087562e-05,8.517050234087562e-05
2003,IL,DuPage County,48.0,920457.0,76581.0,both,0,IL-DuPage County,5.214800908679058e-05,5.214800908679058e-05
2003,IL,Lake County,37.0,676086.0,78948.0,both,0,IL-Lake County,5.4726765529829046e-05,5.4726765529829046e-05
2003,IL,Will County,26.0,580392.0,75906.0,both,0,IL-Will County,4.479730940467822e-05,4.479730940467822e-05
2003,IN,Lake County,29.0,484460.0,48723.0,both,0,IN-Lake County,5.9860463196135906e-05,5.9860463196135906e-05
2003,IN,Marion County,74.0,865923.0,43541.0,both,0,IN-Marion County,8.54579448750062e-05,8.54579448750062e-05
2003,KS,Johnson County,28.0,486338.0,73733.0,both,0,KS-Johnson County,5.75731281536709e-05,5.75731281536709e-05
2003,KS,Sedgwick County,46.0,460981.0,47848.0,both,0,KS-Sedgwick County,9.978719296456905e-05,9.978719296456905e-05
2003,KY,Jefferson County,88.0,698411.0,45352.0,both,0,KY-Jefferson County,0.00012600030640983603,0.00012600030640983603
2003,LA,East Baton Rouge Parish,22.0,411473.0,46179.0,both,0,LA-East Baton Rouge Parish,5.346644858836424e-05,5.346644858836424e-05
2003,LA,Jefferson Parish,86.0,451533.0,48175.0,both,0,LA-Jefferson Parish,0.00019046226964585092,0.00019046226964585092
2003,MA,Bristol County,110.0,545819.0,54955.0,both,0,MA-Bristol County,0.00020153200969552176,0.00020153200969552176
2003,MA,Essex County,99.0,732303.0,64153.0,both,0,MA-Essex County,0.000135189941868325,0.000135189941868325
2003,MA,Hampden County,50.0,463442.0,47724.0,both,0,MA-Hampden County,0.00010788836575019097,0.00010788836575019097
2003,MA,Middlesex County,161.0,1470427.0,77377.0,both,0,MA-Middlesex County,0.00010949200470339567,0.00010949200470339567
2003,MA,Norfolk County,41.0,652781.0,81027.0,both,0,MA-Norfolk County,6.280820060632892e-05,6.280820060632892e-05
2003,MA,Plymouth County,48.0,485444.0,73131.0,both,0,MA-Plymouth County,9.88785524179926e-05,9.88785524179926e-05
2003,MA,Suffolk County,129.0,711144.0,50597.0,both,0,MA-Suffolk County,0.00018139786034895885,0.00018139786034895885
2003,MA,Worcester County,92.0,778060.0,64152.0,both,0,MA-Worcester County,0.0001182428090378634,0.0001182428090378634
2003,MD,Anne Arundel County,41.0,505443.0,83456.0,both,0,MD-Anne Arundel County,8.1116960765111e-05,8.1116960765111e-05
2003,MD,Baltimore County,157.0,774254.0,63959.0,both,0,MD-Baltimore County,0.00020277583325368676,0.00020277583325368676
2003,MD,Baltimore city,273.0,642324.0,,both,0,MD-Baltimore city,0.00042501914921441513,0.00042501914921441513
2003,MD,Montgomery County,28.0,914893.0,93373.0,both,0,MD-Montgomery County,3.060467180315075e-05,3.060467180315075e-05
2003,MD,Prince George's County,62.0,830923.0,71260.0,both,0,MD-Prince George's County,7.461581879428058e-05,7.461581879428058e-05
2003,MI,Genesee County,34.0,439544.0,43483.0,both,0,MI-Genesee County,7.735289299819813e-05,7.735289299819813e-05
2003,MI,Kent County,31.0,589458.0,49532.0,both,0,MI-Kent County,5.259068500215452e-05,5.259068500215452e-05
2003,MI,Macomb County,106.0,813378.0,53996.0,both,0,MI-Macomb County,0.00013032071189533035,0.00013032071189533035
2003,MI,Oakland County,113.0,1201965.0,66390.0,both,0,MI-Oakland County,9.401272083629723e-05,9.401272083629723e-05
2003,MI,Wayne County,343.0,2046478.0,42241.0,both,0,MI-Wayne County,0.00016760502678259917,0.00016760502678259917
2003,MN,Hennepin County,82.0,1122285.0,61328.0,both,0,MN-Hennepin County,7.306521961890251e-05,7.306521961890251e-05
2003,MN,Ramsey County,25.0,505612.0,51915.0,both,0,MN-Ramsey County,4.9445028994565e-05,4.9445028994565e-05
